nome,fonte,unidade,tipo_unidade,codigo_estado,estado,codigo_municipio,municipio,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204204,Francisco Santos,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1584,,,14104,5302,19007,133139,28525,47256,214834,,245971,177330,140026,134760,90708,365461,519500,273056,338968,455295,650534,319996,351258,559459,507527
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204303,Fronteiras,,,,,,,,,,,,,,,,,,0,0,456,9888,30214,,34401,,,0,4035,11770,2270,8591,79137,89745,78960,339222,163703,168042,13504,153356,172564,188472,271422,111538,246601,362218,370317,254121,158149,255669,279595
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204352,Geminiano,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8051,12415,15261,8849,9750,18387,14870,6729,1414752,466865,280107,411823,372508,389136,315656,190219,316082,635870,559281,857237,815909,196003
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204402,Gilbués,,,,,,,,,,,,,,,,,0,0,1,135,1173,3130,,12853,,,170056,50487,161419,61196,401689,,224222,264022,309438,57790,118293,149349,143940,247334,161223,67674,73059,32812,50644,28380,155884,202555,238176,141742
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204501,Guadalupe,,,,,,,,,,,,,,,,,0,0,17,1071,24161,57749,,67761,,,60633,22322,112978,131700,140311,199162,262989,261224,,153603,227240,713129,552424,495077,866380,544644,594197,269427,316807,483331,858296,810048,655526,1008022
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204550,Guaribas,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,0,126489,,,238690,57366,73487,,45697,41202,52571,43965,102447,105093,126292,45100,46576,81005,71944,80784,140867,144831,190177
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204600,Hugo Napoleão,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,3933,40949,10064,0,24009,89147,39993,21820,,34076,43696,34421,39322,29148,17861,22472,49210,338137,68054,550999,59319,466373,711385,316444,291344,367210,323941
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204659,Ilha Grande,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14101,24202,32382,30702,26007,25661,36783,13317,11717,30503,54893,51847,31038,,38867,54160,2100,20432,0,0,0,158190,143157
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204709,Inhuma,,,,,,,,,,,,,,,,,,0,0,1778,34524,76529,,60668,,,227596,356098,,454907,429254,337339,406745,471534,812084,782790,784259,653803,821795,809940,997813,1079013,1277037,1047814,1586401,1537172,1543906,743088,714565,870132
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204808,Ipiranga do Piauí,,,,,,,,,,,,,,,,,,0,55,639,6679,9117,,15338,15124,15317,18606,25118,31151,36485,33009,217550,59364,56207,111780,55005,203548,264879,229907,121940,135354,140148,161421,185791,470129,288594,280293,235555,418035,617958
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2204907,Isaías Coelho,,,,,,,,,,,,,,,,,0,0,13,1815,21902,12633,,13312,2417,7063,6649,16419,20490,13103,69366,35917,37503,212938,,37920,62579,97261,110398,121961,128966,131110,145317,107648,111687,256810,386456,154565,295633,323843
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205003,Itainópolis,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,9443,8474,44429,11395,48099,19073,21961,87045,1300,33055,60101,108473,103685,164068,141761,965989,235127,94956,179851,144764,177309,211319,213065,304018,45521,87952
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205102,Itaueira,,,,,,,,,,,,,,,,,0,0,0,378,13711,19800,,35562,,,2268,8819,67795,38835,,91687,101600,219316,,96630,51651,53047,67081,43026,28976,24181,26418,18482,35401,193724,301471,190767,315322,275564
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205151,Jacobina do Piauí,,,,,,,,,,,,,,,,,,,,56,761,4484,,1617,,,4752,13391,237939,105163,,57494,41847,21961,10120,63227,64198,77974,42266,215655,290075,288996,581508,321978,117903,121161,186521,483648,651659,543743
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205201,Jaicós,,,,,,,,,,,,,,,,,0,0,185,3752,155406,186026,,158123,388060,186866,163613,387629,321682,240123,252822,315763,599169,508769,437694,206496,341074,384914,956884,320909,265465,357483,362021,513689,464585,367918,1045964,900075,1016375,1081636
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205250,Jardim do Mulato,,,,,,,,,,,,,,,,,,,,340,348,0,,33842,45991,41444,56886,9251,185643,95547,93904,32698,,,92153,61968,97670,94193,102927,44863,83936,79626,77713,74113,46765,73066,140994,61192,94910,100985
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205276,Jatobá do Piauí,,,,,,,,,,,,,,,,,,,,,,,,2525,2000,0,18405,4900,21716,23253,26047,30425,37695,41600,40429,22730,107935,89172,99265,83521,89630,123895,149712,202863,131288,370368,186777,197629,281494,314011
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205300,Jerumenha,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,14525,1750,1008,65452,,,50076,,17769,32706,44395,,87392,56648,44166,38696,93388,76916,76192,84279,145313,147331,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205359,João Costa,,,,,,,,,,,,,,,,,,,,,,,,0,6607,2300,,14458,57908,33017,148681,71805,64077,67822,22975,44063,0,7517,0,0,1200,0,0,0,224630,187055,356543,463317,788763,1602188
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205409,Joaquim Pires,,,,,,,,,,,,,,,,,0,0,0,,,5956,,,141497,23643,15585,36596,83264,50315,24722,52560,94937,28618,37950,78308,323569,333755,284028,417976,398665,351912,309189,347832,443936,412979,698341,388745,1263055,851311
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205458,Joca Marques,,,,,,,,,,,,,,,,,,,,,,,,2792,3042,147527,226457,6391,17545,60156,21240,14499,21406,46777,52110,173880,35046,56087,12576,23334,15018,37312,28200,33416,46773,0,0,0,,6278
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205508,José de Freitas,,,,,,,,,,,,,,,,,0,0,0,0,12030,,,52054,,,,100450,10295,22697,13819,30363,42645,0,28822,6976,0,86085,,169996,,132182,139872,172160,624856,620488,628804,418693,721658,798820
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205516,Juazeiro do Piauí,,,,,,,,,,,,,,,,,,,,,,,,5400,,,140618,1087,4271,3164,88929,22425,102521,108452,,54135,63899,93811,97460,56556,40502,206571,136499,115316,32915,61523,302970,83678,159548,103047
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205524,Júlio Borges,,,,,,,,,,,,,,,,,,,,,,,,0,765,554,8025,16046,87395,24150,156787,99753,59498,21554,,8295,7859,,,133246,43101,23149,7410,95945,124309,67121,260545,89663,659438,143243
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205532,Jurema,,,,,,,,,,,,,,,,,,,,,,,,2800,7972,100625,178851,31243,222045,191693,124767,62693,101792,62613,,,697657,581564,479556,400454,267673,199331,1245939,113530,95980,90393,331581,178258,552362,1745200
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205540,Lagoinha do Piauí,,,,,,,,,,,,,,,,,,,,,,,,1005,438,6472,2930,7375,0,6169,800,31112,33370,34181,45142,131338,149693,49250,49919,101473,131606,186324,121061,113050,97783,504519,104921,41033,137693,88227
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205557,Lagoa Alegre,,,,,,,,,,,,,,,,,,,,12,3956,10354,,12143,7165,12629,6039,40740,80300,36995,24285,26196,49337,78150,43676,99990,221277,,,,78244,19791,4542,33444,23471,9380,82482,31745,46084,18340
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205565,Lagoa do Barro do Piauí,,,,,,,,,,,,,,,,,,,,858,2179,6630,,5964,26134,5856,21394,7960,13176,21045,118296,152968,78742,62395,192358,72461,51947,84063,58612,,52725,64264,74831,115655,89744,344497,501445,981784,3443162,2167470
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205573,Lagoa de São Francisco,,,,,,,,,,,,,,,,,,,,,,,,844,151,1866,1160,12466,2248,1143,2180,10879,14978,2095,0,7971,23563,500,2488,2888,6976,8596,10353,14012,30280,24221,11448,0,240000,52572
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205581,Lagoa do Piauí,,,,,,,,,,,,,,,,,,,,,,,,8658,6493,10121,76196,100330,104263,136684,24285,223617,204362,221895,284612,226976,261950,265077,240043,0,178733,138186,285979,134317,246400,312684,316626,516935,24070,16584
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205599,Lagoa do Sítio,,,,,,,,,,,,,,,,,,,,,,,,23394,41162,9562,116093,124549,40040,20297,29312,9216,8877,35685,100718,225700,26239,27843,111861,156904,173376,149250,160193,69373,48655,93588,48246,141250,224182,213456
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205607,Landri Sales,,,,,,,,,,,,,,,,,0,0,0,0,14565,24687,,26427,18386,15011,14604,20511,90036,67580,102579,99415,123048,143199,,59257,198260,68690,,128288,140824,206441,201814,175072,252100,298058,599310,477470,620193,412720
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205706,Luís Correia,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,38518,25442,43807,39708,36356,0,197361,259275,233932,650488,286057,,,18835,23870,16250,347740,206652,127991,130438,145000,279624,15700,76226,20980,679319,358885
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205805,Luzilândia,,,,,,,,,,,,,,,,,1,0,285,3424,57612,59364,,72139,,,129612,152017,114141,77306,62194,2627,79842,98041,81319,202661,,49923,45615,6500,10100,12460,20000,175826,21122,177213,6000,422402,431016,555864
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205854,Madeiro,,,,,,,,,,,,,,,,,,,,,,,,2150,47455,14945,16130,134864,218763,45552,56335,38881,30549,67338,51727,38531,58152,39460,,44285,54376,70786,41045,68655,44269,78005,94630,141604,57460,80792
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205904,Manoel Emídio,,,,,,,,,,,,,,,,,,0,0,0,579,0,,13300,,,40303,8819,130376,43139,46936,51942,24072,54283,76604,61818,53912,55823,89209,44570,37405,86344,78746,18519,67149,198459,121700,153409,217707,313743
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2205953,Marcolândia,,,,,,,,,,,,,,,,,,,,225,3294,4292,,9192,17712,10815,5921,18419,56017,15887,17012,67972,99716,107116,156754,75794,146969,166933,132241,246807,186172,295098,362790,395430,344551,166839,281283,341899,632018,858156
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206001,Marcos Parente,,,,,,,,,,,,,,,,,,0,0,0,1231,722,,1042,,,9847,10287,8509,83589,60061,20575,137526,,,32168,40857,67886,91291,99759,130767,97535,72298,178069,158533,124750,119398,90234,158492,164120
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206050,Massapê do Piauí,,,,,,,,,,,,,,,,,,,,,,,,4072,,,8777,31764,245301,172220,224796,486875,0,0,0,0,724214,0,0,132983,137235,169155,163311,226995,131180,145089,236614,147948,242634,231006
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206100,Matias Olímpio,,,,,,,,,,,,,,,,,,0,0,32,128,376,,5975,,,2140,1644,51057,22565,,0,24250,27810,,41385,106473,17630,,97997,89794,101536,116985,48282,0,7600,0,508,,3150
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206209,Miguel Alves,,,,,,,,,,,,,,,,,0,0,0,2120,36493,49385,,8573,574462,127237,37167,57775,193586,360442,167711,4931,338041,372876,,158156,277948,196804,421135,254817,217753,441172,514183,612696,728603,494947,870496,646881,1101848,1148009
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206308,Miguel Leão,,,,,,,,,,,,,,,,,0,0,24,0,0,280,,8573,22352,7273,14781,29970,31624,22979,,40515,,58270,,64523,73260,74910,68532,47058,67122,70814,89376,41970,117818,7953,12277,12914,3384,8610
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206357,Milton Brandão,,,,,,,,,,,,,,,,,,,,,,,,4179,,,30693,3112,677,,100,1553,229041,253360,142419,81527,9766,60053,27309,5700,510,2447,0,2940,0,0,0,12901,6958,201283
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206407,Monsenhor Gil,,,,,,,,,,,,,,,,,1,1,10,500,,0,,29908,,,178740,36285,80942,55310,34342,91360,65527,72737,208612,186391,220817,189603,263978,304661,234576,264494,202301,137672,217224,249146,358451,274915,298740,221144
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206506,Monsenhor Hipólito,,,,,,,,,,,,,,,,,0,0,0,10,0,540,,0,682,2173,2146,14327,133,0,0,11074,28013,15686,4320,5990,243214,642350,719502,385051,511035,290449,341722,512178,737196,871864,1086256,501551,1256830,857614
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206605,Monte Alegre do Piauí,,,,,,,,,,,,,,,,,0,0,0,866,48364,186149,,24125,17580,11613,1686,172,20599,54545,,,30650,32070,122663,5700,17900,18802,13214,12974,49020,123182,190732,208750,188264,531867,403363,865958,345777,275604
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206654,Morro Cabeça no Tempo,,,,,,,,,,,,,,,,,,,,,,,,0,0,84000,0,0,75175,0,,300,17505,,,28734,10020,,,52803,16219,36988,16024,86267,16853,47953,35177,185324,337100,2530251
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206670,Morro do Chapéu do Piauí,,,,,,,,,,,,,,,,,,,,,,,,0,22593,6904,38503,130270,77239,35624,52444,125103,89126,84931,95194,85813,87263,81847,72600,59980,42833,,21977,24802,31167,64593,42017,60964,33558,25717
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206696,Murici dos Portelas,,,,,,,,,,,,,,,,,,,,,,,,2781,,,0,0,95100,862,20000,536,19482,77029,72016,72936,102850,26923,20685,67698,125575,195914,209314,109139,302116,259854,149452,124837,168882,191009
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206704,Nazaré do Piauí,,,,,,,,,,,,,,,,,0,0,,0,12021,13842,,33977,,,,11844,19783,15795,23607,22047,24654,5647,7860,49254,188157,28443,57891,25024,41806,71747,43273,247362,80133,11004,298060,146921,33148,31633
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206720,Nazária,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120125,155948,296791,267816,58699,68482,159966,743273,628353,99415,88896
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206753,Nossa Senhora de Nazaré,,,,,,,,,,,,,,,,,,,,,,,,8381,1470,14945,42380,783,4950,1050,0,24568,43172,69948,,69968,68184,84549,38005,71986,63257,175130,43928,117494,82367,46775,24436,250494,236735,240212
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206803,Nossa Senhora dos Remédios,,,,,,,,,,,,,,,,,0,0,119,216,2055,11385,,27877,,,266097,65328,128572,172800,,91360,163025,81915,,,,19248,40600,46720,73075,74855,70719,15937,30000,87665,39282,145867,183747,386636
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206902,Novo Oriente do Piauí,,,,,,,,,,,,,,,,,0,0,47,685,14537,27305,,7439,9160,4038,11952,12437,27081,149716,158505,118944,522827,406081,336121,106580,50388,131414,151551,117690,337093,177947,128135,118248,147423,116485,64055,16331,99950,69032
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2206951,Novo Santo Antônio,,,,,,,,,,,,,,,,,,,,,,,,900,,,,69090,150402,122757,37079,29010,53239,34980,61265,70008,54117,56995,405137,69805,83451,251867,93230,63413,51526,55255,55864,78740,130134,153160
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207009,Oeiras,,,,,,,,,,,,,,,,,1,4,,8086,79962,277801,,37753,33588,35982,137296,99784,226607,456030,485065,1479304,125128,164821,127547,652725,1013534,358203,477146,363543,286522,310866,715622,718448,1193432,1057321,606340,915703,1239603,1989201
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207108,Olho D'Água do Piauí,,,,,,,,,,,,,,,,,,,,,,,,13852,,,24006,23490,128071,98781,102350,68489,69991,64025,101847,68575,60559,61547,52252,236654,442147,309423,354995,301322,267671,237455,364082,560840,,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207207,Padre Marcos,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,92600,7653,3516,7475,19371,39513,175488,16411,47245,52118,22659,20110,268054,327093,1130982,1457814,1057021,1181956,644731,893474,302348,73140,132334,136202,67390,73821
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207306,Paes Landim,,,,,,,,,,,,,,,,,0,0,0,0,16665,21040,,9892,,,53654,1805,88346,21960,23671,15042,,37362,31955,72751,8813,23500,18820,28164,49469,24034,28738,33580,30568,52567,14199,39908,129205,129259
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207355,Pajeú do Piauí,,,,,,,,,,,,,,,,,,,,,,,,7104,0,12759,345,8262,28999,132107,122828,28633,98392,305753,324972,274145,67181,105990,192069,78548,87543,571776,1059260,137156,65997,162534,41597,75913,938476,1026105
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207405,Palmeira do Piauí,,,,,,,,,,,,,,,,,0,0,0,0,4090,9241,,4550,9625,13560,48540,31394,36,7000,34800,,113050,84897,0,49957,285490,192145,329360,607933,674151,384172,470067,246930,252585,72339,65078,62944,65129,98814
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207504,Palmeirais,,,,,,,,,,,,,,,,,0,0,0,843,20449,350,,0,,,119792,113127,164789,68155,105315,6830,233115,105275,66615,194937,206163,371453,,329378,404610,329694,433974,420970,342827,410960,401952,447939,875434,1251740
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207553,Paquetá,,,,,,,,,,,,,,,,,,,,,,,,24955,17222,23552,19798,35569,84754,31169,127107,27908,191837,177358,161905,210702,205595,262860,334318,349117,236214,335567,355750,305307,316388,470641,505587,629561,795467,832400
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207603,Parnaguá,,,,,,,,,,,,,,,,,0,0,0,0,33127,22036,,,,,,44446,78962,56139,42769,122822,17800,10318,,162440,50962,32429,0,60202,76377,49127,64925,2620,2100,300,134601,121612,139576,378131
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207702,Parnaíba,,,,,,,,,,,,,,,,,1,4,91,1804,36046,80657,,,33799,0,2000,78013,305752,301701,244280,1360658,4336238,2312249,1088233,1172276,3357050,1986755,1993412,3897080,4003018,1748038,1277912,1250313,176682,138277,0,114164,822803,802345
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207751,Passagem Franca do Piauí,,,,,,,,,,,,,,,,,,,,108,57,1972,,5904,,,7078,6699,27510,26877,12014,16326,59935,22634,,50276,36480,,,56441,65477,69174,91580,93750,52096,40464,70239,53323,54548,139900
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207777,Patos do Piauí,,,,,,,,,,,,,,,,,,,,2229,45902,55827,,38072,103718,66022,34303,11324,224008,218093,228272,419525,425201,631961,594279,608457,482557,429336,300124,55987,946430,159017,494289,591473,53682,366241,305261,69152,330607,892934
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207793,Pau D'Arco do Piauí,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696,83722,20214,30139,102864,18644,58583,,,4632,1500,120198,167629,108176,23877,12918,199418,67306,57059,192000,0,,1320
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207801,Paulistana,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,49464,50291,28471,54232,35677,81735,120373,71984,176488,207037,199174,324857,191278,688050,266350,458957,392480,569459,795480,1182413,514585,464870,1079799,749724,565516,533815,985639
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207850,Pavussu,,,,,,,,,,,,,,,,,,,,,,,,0,,,2396,8577,32320,30692,20517,,115574,131039,,111530,41024,34250,,62216,122631,155943,196221,69840,50286,67520,120261,157760,454183,205372
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207900,Pedro II,,,,,,,,,,,,,,,,,1,0,177,,13022,2938,,25911,51603,47462,6142,31085,126759,54878,,,110528,119875,116712,125414,223411,206785,145836,200824,365430,632260,431624,403511,380429,284269,270380,288767,316920,375894
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207934,Pedro Laurentino,,,,,,,,,,,,,,,,,,,,,,,,0,3800,17497,0,0,,0,125054,6401,136210,105334,116489,101795,90318,175003,160932,91670,136063,124674,78174,117781,53826,35240,40041,65364,2000,226136
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2207959,Nova Santa Rita,,,,,,,,,,,,,,,,,,,,,,,,16432,13269,34797,38202,1946,35620,14024,9845,17694,21360,138404,312427,82848,35934,53764,,74531,87566,101797,90800,90678,91113,87992,61103,71780,163046,166563
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2208007,Picos,,,,,,,,,,,,,,,,,1,0,24,2617,31724,54783,,51938,4066,6407,8950,8830,544123,118823,599554,1025948,924432,1127276,1834769,1692338,1570543,1995126,2161363,3965278,1649606,3165099,2690539,2627354,1951456,3348213,2977599,3102229,4173118,3353157
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2208106,Pimenteiras,,,,,,,,,,,,,,,,,0,0,23,449,1646,22539,,43500,,,1530,7224,20872,131790,35311,1485,51920,29613,,,,,,500887,775668,832324,973470,815424,601306,710204,1062530,1069596,1087881,350220
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2208205,Pio IX,,,,,,,,,,,,,,,,,0,0,14,325,6691,11517,,7741,,,9552,19555,183106,158027,48344,72979,60411,156877,297718,118311,164981,212248,242302,315599,433083,292005,230825,188454,331434,229121,170910,609119,1140414,1029998
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2208304,Piracuruca,,,,,,,,,,,,,,,,,,0,0,2636,25115,0,,97811,,,33731,66628,473837,60572,0,139374,141529,134627,164190,167127,121969,219393,363774,467053,554226,716261,2024589,810794,1041058,1128003,1206357,1311255,2063187,1396382
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2208403,Piripiri,,,,,,,,,,,,,,,,,0,8,90,0,1965,2922,,56616,186657,38024,96955,290114,14992,18438,23850,54345,125295,197023,144229,154167,502956,157177,509142,41760,318990,587895,337599,590194,1277418,1739758,1396545,1535600,2522594,374017
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2208502,Porto,,,,,,,,,,,,,,,,,0,0,29,0,5680,10211,,21137,139815,109938,30614,25936,25427,43260,38167,132558,32384,130788,52465,55939,65811,82837,,13765,48392,52587,36769,73552,235385,117482,168450,149478,165653,143736
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,22,Piauí,2208551,Porto Alegre do Piauí,,,,,,,,,,,,,,,,,,,,,,,,1500,,,4001,261707,1181200,901166,65426,291713,287440,341654,377679,221775,216759,229053,367949,176460,261371,246293,230356,281244,298618,311084,331402,473572,680405,699385
