nome,fonte,unidade,tipo_unidade,codigo_estado,estado,codigo_municipio,municipio,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3138708,Luminárias,,,,,,,,,,,,,,,,,2,2,22,1089,21349,100946,,34046,33605,40200,37136,49851,64157,78730,63831,62242,34835,34920,52554,52200,55018,77583,35100,154857,109200,242940,110079,97230,58980,317051,62163,136076,126178,187663
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3138807,Luz,,,,,,,,,,,,,,,,,0,3,0,768,36525,61161,,140313,115832,165294,49291,38405,53607,45430,0,81482,174490,399997,456623,547755,655076,1226707,795263,1137810,717254,605313,745861,778895,1456882,1163558,1296803,1398226,2555874,2599505
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3138906,Machacalis,,,,,,,,,,,,,,,,,0,0,0,0,5099,5030,,10000,135401,24857,17544,12873,30931,87033,32307,42968,152895,143606,128225,116447,144877,181478,172386,199902,213183,,350854,340703,96887,245827,136318,88994,95747,201292
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139003,Machado,,,,,,,,,,,,,,,,,0,0,3,604,66122,260300,,272398,306593,350839,420084,477143,378333,335597,279270,1452595,1066232,603368,1464297,912959,883758,772497,1058073,735863,347489,504882,498466,636750,756520,768357,1099819,1713238,2767449,3127591
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139102,Madre de Deus de Minas,,,,,,,,,,,,,,,,,0,0,0,0,8251,16744,,12986,15072,47903,37978,33856,137849,73492,64422,140366,145051,167062,293010,347628,395092,579089,566491,698426,1204051,1433028,1412185,1302753,1583353,1887879,1314050,1571405,2657435,5794231
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139201,Malacacheta,,,,,,,,,,,,,,,,,2,5,121,2434,72189,164354,,143182,423545,120428,295782,182698,274252,260914,105210,206400,352458,221762,242253,385473,258382,398744,329822,453105,,585063,638856,924303,758638,875197,990003,1131226,2225312,2358392
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139250,Mamonas,,,,,,,,,,,,,,,,,,,,0,2937,70470,,7509,,,0,10940,12077,11972,23877,39055,60109,49079,,151744,282592,140185,1232981,998543,447394,389102,281005,324502,579264,650920,846280,533621,641904,1061862
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139300,Manga,,,,,,,,,,,,,,,,,1,0,46,1308,25205,39944,,,61371,69990,62619,89432,209242,170286,117961,119296,400560,193038,181504,88215,542065,366504,156582,195792,520073,630876,544405,613479,352794,347077,447219,207888,418966,3429095
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139409,Manhuaçu,,,,,,,,,,,,,,,,,2,10,54,2634,87204,196521,,291724,220153,142275,198666,145179,249250,228439,215595,136284,158043,241919,,183134,561742,573645,680477,872048,1432393,912384,890915,821567,979312,1020265,1696950,4944444,,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139508,Manhumirim,,,,,,,,,,,,,,,,,1,3,33,733,63716,24894,,133724,56922,55900,43113,55055,55310,59808,83502,129818,183115,510989,475647,375595,404686,469957,1217607,489349,639923,1039902,657663,794570,831515,697163,590094,695247,2181318,1032643
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139607,Mantena,,,,,,,,,,,,,,,,,2,6,107,1188,47233,120747,,105056,,,163633,255960,232687,392772,268236,308470,780645,590866,944682,365597,348149,388323,709299,477672,108655,163202,142809,68700,624261,162371,397826,650582,247752,468444
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139706,Maravilhas,,,,,,,,,,,,,,,,,0,1,9,62,687,3156,,13053,9067,37016,25608,17460,51261,39529,15000,0,31081,43404,1685,4718,185985,245847,392539,0,300749,246302,566749,308435,681470,295482,443230,457121,865448,1204469
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139805,Mar de Espanha,,,,,,,,,,,,,,,,,0,1,35,810,0,53178,,57905,,,,69762,187063,63097,71789,,104231,170947,321925,177671,243139,546820,343305,875091,0,0,333345,395455,676578,468531,198141,172764,381154,1097288
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3139904,Maria da Fé,,,,,,,,,,,,,,,,,0,3,34,1097,17697,25681,,63148,46132,73885,68646,48709,81723,67912,66187,77219,85529,126010,121121,137770,135983,133338,74867,86464,197798,195510,174968,451790,281571,289544,382521,349719,303131,288863
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140001,Mariana,,,,,,,,,,,,,,,,,1,3,14,170,28783,34513,,89203,154889,349148,363069,398260,0,0,35376,19266,492368,656821,1618612,630741,1838769,2029394,512563,4676467,6813649,3338130,2892559,2405845,3298804,5851215,5433488,11259926,20673661,9041619
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140100,Marilac,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,16582,14164,136354,42745,46079,41535,27732,,188074,61994,66832,97939,20586,80188,508380,0,279500,,494,1800,2816,1110,0,0,386918,475837
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140159,Mário Campos,,,,,,,,,,,,,,,,,,,,,,,,0,64558,24271,16641,20758,26198,32920,26331,30052,42945,42237,44231,615639,597298,479702,531866,892709,2035439,2137115,1701953,2413008,2354465,2514023,3303812,2861041,3620750,4957686
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140209,Maripá de Minas,,,,,,,,,,,,,,,,,0,1,13,1,0,0,,33240,129785,93287,65819,95214,112963,149026,265864,416721,410233,265379,396614,441104,519314,488102,599789,608028,977384,659040,801338,767035,741913,896670,1252027,793222,2105394,3341353
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140308,Marliéria,,,,,,,,,,,,,,,,,0,0,1,2765,31259,25261,,97107,74644,72322,82835,77178,97043,95000,122855,89756,117887,144504,259985,163455,463780,387415,480958,160628,275871,262445,295708,364377,508452,409505,343081,380708,884747,561568
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140407,Marmelópolis,,,,,,,,,,,,,,,,,0,0,11,80,1525,975,,5468,15769,29288,25935,41571,30339,33208,0,37860,60638,68656,61525,69732,197675,159422,171222,182291,171826,145628,260539,227053,327256,395259,218373,374395,407024,960340
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140506,Martinho Campos,,,,,,,,,,,,,,,,,1,1,32,1302,27102,40199,,65605,84425,83660,104746,79876,0,98655,242259,196893,209550,811791,525776,149035,143943,156692,162585,91333,70420,71371,77500,132590,144669,367021,162434,244829,363495,611473
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140530,Martins Soares,,,,,,,,,,,,,,,,,,,,,,,,5776,10438,14813,26811,15151,78701,81448,56454,55164,88800,369804,439394,606239,498298,,429003,161043,171613,173878,101691,141613,179810,185829,484613,559567,509658,562083
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140555,Mata Verde,,,,,,,,,,,,,,,,,,,,0,0,37239,,53830,159314,28775,157305,25176,168419,49875,97756,60400,47257,72080,,100744,132898,162867,173188,317453,308821,370196,398730,698226,389304,594784,598008,555442,631923,1124777
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140605,Materlândia,,,,,,,,,,,,,,,,,0,0,0,0,7,0,,,2922,37501,15643,26926,30674,44517,63062,119393,100954,140443,147369,67684,103943,130119,226005,206393,218692,186018,188115,128907,204818,210646,322802,340241,480809,535405
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140704,Mateus Leme,,,,,,,,,,,,,,,,,0,3,40,907,18777,31816,,56411,,,73459,47269,47524,44038,38527,51337,56606,78719,91823,378731,466176,568098,503821,605729,323845,442690,341934,372433,404671,375358,746571,1042203,1190209,1600822
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140803,Matias Barbosa,,,,,,,,,,,,,,,,,0,5,18,199,4253,15252,,91561,2996,6907,13609,34999,21045,72108,29943,133122,266559,745658,1025001,972814,533506,628609,1476822,803001,927498,1015713,752117,850541,863698,1272541,753306,891117,1610590,2089848
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140852,Matias Cardoso,,,,,,,,,,,,,,,,,,,,155,7563,21219,,54835,17362,64853,63103,33338,29743,21424,,65001,278414,54154,1348,0,1155,0,29082,103885,208684,166740,388807,422609,454773,409385,449223,605593,1047790,1939527
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3140902,Matipó,,,,,,,,,,,,,,,,,0,2,19,184,17604,28155,,43409,,64002,54619,115458,53642,52205,67822,97408,158977,140884,56037,66833,104758,142390,119209,67296,,66011,120958,252132,386160,396571,748424,755346,1377007,870034
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141009,Mato Verde,,,,,,,,,,,,,,,,,0,0,0,0,23890,36118,,53830,,,44227,35872,81847,93982,190615,117281,231621,245913,,234435,74757,84215,96091,160186,431219,447115,716622,521487,879077,478319,615186,590667,712986,903885
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141108,Matozinhos,,,,,,,,,,,,,,,,,2,7,73,1148,46023,94672,,92788,143976,79786,61457,71776,146781,312185,269218,317869,375413,,908293,350692,3181568,725485,458039,70941,169309,175486,305647,68880,201923,191978,209114,195987,203906,262153
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141207,Matutina,,,,,,,,,,,,,,,,,0,1,0,0,0,13592,,27504,25801,29630,4380,5661,56281,17804,17696,28950,24367,68458,75779,91081,111963,116133,110143,157707,144221,112936,130911,113512,102834,84190,77460,73585,797989,806374
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141306,Medeiros,,,,,,,,,,,,,,,,,0,0,3,350,17345,29569,,69121,33164,64192,42273,46914,120375,115697,122718,124861,212998,328871,342924,236912,118286,703407,672073,187606,290745,251768,269287,310767,157046,398223,315683,365386,625429,614182
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141405,Medina,,,,,,,,,,,,,,,,,0,0,4,585,0,29608,,29920,68612,66016,71061,147922,333415,167683,152705,131060,106738,188512,460055,200615,272647,547302,449369,548845,516736,583866,608808,514401,703524,643655,575647,1083775,1287401,1294281
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141504,Mendes Pimentel,,,,,,,,,,,,,,,,,0,0,0,0,0,1284,,24170,144777,94603,118820,128277,154522,195092,105827,74716,78150,91616,107341,62387,53356,67909,,56510,68599,261669,49737,32571,36205,20174,34382,23900,1350,
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141603,Mercês,,,,,,,,,,,,,,,,,0,3,33,612,16657,66320,,83687,117984,89040,83319,104215,144309,127868,159168,142212,162514,,278132,377468,552323,295845,310735,238708,193362,222136,251776,242525,240838,264984,276652,319931,354536,852390
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141702,Mesquita,,,,,,,,,,,,,,,,,0,0,0,0,34444,1250,,11452,,,13911,2830,21785,16795,12706,13235,25494,,,,382,38089,49116,73003,174098,138115,145957,167631,179889,201487,241880,267674,524310,545982
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141801,Minas Novas,,,,,,,,,,,,,,,,,2,12,138,3539,110535,132574,,216588,413256,260437,276023,463711,714067,467327,613735,876598,645713,906105,1212076,795426,694600,1042378,758699,699258,1285595,918291,1211044,749059,1951520,2425813,1030004,1793210,3687845,2396870
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3141900,Minduri,,,,,,,,,,,,,,,,,0,0,2,46,14219,91880,,37146,,,18881,32946,111397,67485,57465,124769,215849,182776,192150,252472,145796,80825,68834,94442,,74440,31056,12599,106369,60846,172272,89590,149489,1472866
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142007,Mirabela,,,,,,,,,,,,,,,,,0,2,22,699,15109,52812,,31882,107381,40577,56900,43893,149632,176995,46982,61592,92625,81665,107135,86608,154243,302368,135626,174229,378390,225446,211147,113067,276352,226765,290337,537131,1012855,1290923
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142106,Miradouro,,,,,,,,,,,,,,,,,1,3,17,167,12705,36433,,58911,139981,183612,204898,113597,127439,163279,199920,249001,127419,275529,356701,492685,438709,707645,393911,472618,813655,635036,1123247,793139,571847,1368439,1452587,1428546,2476868,3175713
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142205,Miraí,,,,,,,,,,,,,,,,,1,2,25,684,19350,49450,,76621,,,80661,99750,136823,128696,131730,224227,301039,536478,358416,181640,428457,553666,593739,692082,,797293,662747,233430,202105,237498,206612,226899,351715,644595
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142254,Miravânia,,,,,,,,,,,,,,,,,,,,,,,,0,5466,14903,13976,11670,103078,30163,20390,39499,62857,59833,50714,41535,56860,57081,69391,350857,205175,331594,390922,261675,234325,236064,239342,245617,325301,387536
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142304,Moeda,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,18878,341,0,,,0,43467,79642,72353,70124,37664,8170,63385,129667,55733,60663,110667,75064,88163,92098,167551,169757,239108,1006680
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142403,Moema,,,,,,,,,,,,,,,,,0,0,0,53,6213,13887,,9914,14318,17593,25425,32740,147928,120297,122003,129704,122931,106868,117590,95436,308984,329983,525531,235266,835698,461165,513840,723411,789126,583207,964645,726418,1498903,2930184
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142502,Monjolos,,,,,,,,,,,,,,,,,0,7,0,0,2318,6006,,21408,77039,29958,35430,64548,72922,93049,63939,89549,100222,97745,111481,101868,193514,232865,385826,72131,199685,118344,213317,138922,170530,129507,144817,270484,352280,725302
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142601,Monsenhor Paulo,,,,,,,,,,,,,,,,,0,2,25,279,9168,278,,26554,56898,39101,176025,33618,70499,99954,95053,,110788,90804,,55787,73484,78905,167742,143108,65876,78602,197019,244418,220708,84333,100454,124636,51539,243650
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142700,Montalvânia,,,,,,,,,,,,,,,,,0,2,22,358,2156,7489,,222168,56265,45652,42968,61056,62510,48550,61105,67254,61222,72100,301981,104249,318733,117275,209168,222958,362887,330780,603236,285714,370096,510247,336850,422232,954739,758512
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142809,Monte Alegre de Minas,,,,,,,,,,,,,,,,,1,5,80,2155,68405,151730,,170437,81097,66431,66039,216707,239715,176615,47519,162345,364551,531201,466744,384222,1656049,1228153,1061827,858329,1593791,1646633,1133049,1239400,1174443,1134506,1463669,4019251,4441970,4239858
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3142908,Monte Azul,,,,,,,,,,,,,,,,,2,13,0,0,20175,34203,,41399,,,96849,164837,263713,352813,294348,304698,352160,432119,717070,1172593,849187,783522,791258,773999,847129,1050365,877659,690410,914159,1213566,1117924,1223778,1903318,2108092
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143005,Monte Belo,,,,,,,,,,,,,,,,,1,4,44,1103,33508,62387,,87110,133615,74490,109900,89258,109367,110638,112950,66213,69884,78513,208431,254227,251560,320436,164090,171065,,146401,98900,129553,204733,219483,313717,350457,557390,456731
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143104,Monte Carmelo,,,,,,,,,,,,,,,,,0,1,47,442,22080,50999,,56290,111182,43908,87931,73247,263139,39977,24396,27226,397744,306652,590521,846232,829565,650468,851152,686685,1044045,1254346,1492432,1524128,1655037,2072462,1999143,3008963,6258143,1926250
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143153,Monte Formoso,,,,,,,,,,,,,,,,,,,,,,,,65716,79585,94101,42563,35463,98830,139828,79289,82379,44004,50118,65962,102735,97925,,,,63975,77174,79896,100717,123000,255053,729452,169812,204169,654639
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143203,Monte Santo de Minas,,,,,,,,,,,,,,,,,0,1,24,725,46579,51724,,0,0,0,0,0,2762,0,0,0,0,0,0,0,902,1993,2011,160422,0,0,0,0,9227,39417,69886,140698,201226,224485
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143302,Montes Claros,,,,,,,,,,,,,,,,,4,20,264,6778,270465,736823,,738900,985453,1097287,1581874,2519257,4561910,3526073,2945161,3341256,6380099,7548385,10312290,4294406,6365192,10292865,9398580,5961978,10747022,16377884,14375975,8556481,12809256,13598482,14065599,15651168,87553861,33682289
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143401,Monte Sião,,,,,,,,,,,,,,,,,0,1,0,0,0,0,,0,0,0,0,50115,117917,244028,215000,105367,330285,343551,290310,563456,521713,349894,846969,821852,920650,873877,736694,724267,918612,932738,822208,1602382,1131740,2284641
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143450,Montezuma,,,,,,,,,,,,,,,,,,,,146,5169,12116,,3389,57,52795,113,431,83638,90573,92663,65228,64962,72300,61731,403972,127786,120618,117590,171552,204585,188331,217532,325837,448279,333482,287889,357463,535502,797899
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143500,Morada Nova de Minas,,,,,,,,,,,,,,,,,0,1,44,2367,51302,85740,,96701,79892,67187,61571,74485,48402,77052,75967,183220,295423,146032,317059,363249,131637,396140,185192,91848,93317,186947,181620,133039,84720,52309,106208,108532,325197,353238
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143609,Morro da Garça,,,,,,,,,,,,,,,,,,0,0,0,0,2462,,,27834,4569,14049,17935,150420,75437,6791,6171,9608,878,18303,7736,6000,21619,40062,25518,13475,11803,12068,11552,10150,53325,131174,198539,258292,151382
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143708,Morro do Pilar,,,,,,,,,,,,,,,,,1,7,106,549,10048,24429,,14877,10605,27122,15567,17445,368878,206155,451001,146165,132745,161586,142805,150044,207540,216961,187239,323767,591803,,206860,220212,368551,258271,416346,1116176,781644,1676795
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143807,Munhoz,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,27957,4000,0,5217,45182,59551,1066,43729,64539,,,4478,6010,2518,3699,63610,107800,47905,52113,53280,62820,68903,73279,70530,65573,99459
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3143906,Muriaé,,,,,,,,,,,,,,,,,7,36,369,6905,157390,339999,,358366,420157,406880,400578,0,1956393,1529174,1839822,2837809,3188040,2682005,10454659,5270901,3379455,4175965,5016198,5524529,5783173,6051609,5373148,4880630,5357283,6286810,9556153,8158840,10810058,11731973
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144003,Mutum,,,,,,,,,,,,,,,,,1,4,23,1135,0,33844,,79566,291714,81997,316412,296202,1516299,190387,119566,312217,583311,392080,183572,350943,527521,523955,387501,480068,572712,571612,493972,579414,652599,618071,721690,778414,1707925,3011605
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144102,Muzambinho,,,,,,,,,,,,,,,,,0,2,64,971,26758,45916,,52864,110281,68630,102145,81442,119143,323447,128113,136462,419409,589846,,200098,455421,441669,278899,342649,500068,479738,,486317,667952,467551,504692,722195,1374042,1609145
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144201,Nacip Raydan,,,,,,,,,,,,,,,,,0,1,0,17,1108,7138,,3337,11203,35142,17326,2531,623,86294,58109,57886,60343,223087,128718,186463,192939,203238,239092,623880,175056,,92374,72062,105391,53375,136010,30488,39999,49692
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144300,Nanuque,,,,,,,,,,,,,,,,,0,3,51,550,8586,3263,,32396,49343,31267,32189,64855,255621,230707,74496,47904,53631,84610,162264,288602,176722,425514,441572,137766,,78439,67804,138875,2567744,1921413,2001994,1632374,2175136,3849904
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144359,Naque,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,17998,1865,793001,0,1500,0,0,8408,12950,19240,7348,51560,2340,221563,0,22177,40092,19008,37872,144644,271651,783394
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144375,Natalândia,,,,,,,,,,,,,,,,,,,,,,,,10490,11210,12640,185147,14289,19920,42317,29875,14875,72660,207192,332365,117517,102073,129469,243782,182303,178918,324805,279111,418617,531811,935705,781247,913475,1555401,1337436
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144409,Natércia,,,,,,,,,,,,,,,,,0,5,100,667,9521,20056,,23023,29496,22924,33007,43687,0,3454,10085,7502,7725,12430,88936,10697,96533,108812,176637,115478,,140503,161761,219750,1043707,673346,654557,541725,788959,1682354
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144508,Nazareno,,,,,,,,,,,,,,,,,1,2,24,665,14955,43063,,52669,18540,13036,,68189,153000,150010,437830,598136,614453,351174,1148039,581442,740360,464673,697612,893947,1446224,1343832,2013467,1978516,1423680,2013467,1639895,1463306,2996405,4924381
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144607,Nepomuceno,,,,,,,,,,,,,,,,,1,4,34,817,14945,23724,,68287,81459,77321,48713,62122,25126,148130,113031,161816,144712,195164,236938,177579,300450,515259,955485,221342,206015,154570,145484,507235,819894,740335,878610,1315642,1700327,5691415
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144656,Ninheira,,,,,,,,,,,,,,,,,,,,,,,,11005,126003,48591,62751,76987,51006,59308,90670,21682,33616,,72016,38498,249295,279258,135401,81202,107355,266210,96885,227874,61490,115270,110727,118892,118966,173143
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144672,Nova Belém,,,,,,,,,,,,,,,,,,,,,,,,13965,51262,29582,33511,51648,39731,43080,65715,80036,55295,58550,29395,33410,77906,206459,94896,86820,,1448507,128661,372339,170936,451846,786417,813024,1175552,3943567
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144706,Nova Era,,,,,,,,,,,,,,,,,0,1,14,390,5750,10258,,17141,75796,43848,34891,72737,215373,511181,493703,306588,116103,118784,563894,385321,453715,376875,716988,695779,721357,724971,784995,779467,962609,1382322,1346699,1288220,2029230,1847082
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144805,Nova Lima,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,1458369,1373385,1338762,1706857,2202538,2691419,5141999,4822529,5530490,4699262,14237469,13481842,29563110,7283262,7243286,7038982,6173187,6238027,9640616,6808036,54342543,104994009
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3144904,Nova Módica,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,34775,37245,50497,50145,68902,45582,38648,64900,144557,174746,134618,135036,124212,135094,275737,147660,631149,187917,186066,0,1367240,341767,1082016,864951,1238473,696706
"Despesa por função - gestão ambiental, agricultura e organização agrária",Ministério da Fazenda - STN,R$,Município,31,Minas Gerais,3145000,Nova Ponte,,,,,,,,,,,,,,,,,0,1,0,0,0,19324,,9456,136182,41617,205291,163159,103572,81333,,88757,41018,88034,110254,77862,140819,214477,220425,264078,369862,428464,1073669,604125,158480,754387,501690,518756,634002,634435
