nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,1812687,2008322,2081080,1848491,1915640,2008390,1493838,1497998,1596063,1731375,1876280,1893032,1588872,1674928,1768020,1824405,1876735,1933455,1887139,1904893,1896470,1869052,1065789,1027963,1034767,1113518,1174360,1231251,1360573,1499050,1493837,1499138,1516285,1537430,1592760,1929062,2046727,2049376,2016444,2060360,2016940,2033914,1988478,2053065,1969922,1878638,1822133,1592498,1521186,1542237
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,3166808,3308891,3472981,3369379,3473553,3594133,2799786,2746008,2808300,2813597,2770350,2607648,2644878,2733962,2863339,2958566,3012982,2876138,2795683,2755138,2752526,2750960,1931173,1883382,1888116,1885166,1864915,1861185,1817067,1756418,1697086,1666063,1668326,1485351,1436181,1381069,1295425,1304193,1320953,1233492,1223787,1231823,1241502,1070188,1031962,1031222,1030544,996815,984666,975387
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,483127,512191,552218,505661,532432,563081,555942,548705,579491,599491,617842,682400,720785,793456,869379,934783,1034107,1039732,872351,893333,947629,990802,689514,724651,759928,771157,834084,934889,1034608,1114592,1315443,1359824,1439626,1392424,1620061,1864808,2109979,1954128,1789390,1782726,1840910,2849158,2538530,2559616,2745416,2592975,2601292,2885929,2925375,2195233
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,632730,531177,543772,517626,545191,545244,426350,421056,433487,439663,461205,421523,437206,455503,470403,494856,513419,532265,539412,591630,612022,679411,539582,558039,613543,638895,681189,739480,787960,813359,838026,855080,912253,938804,957697,1052266,1062035,1328251,1205455,1159632,1217651,1281775,1267038,1432577,1479974,1511866,1442689,1548359,1644633,1680478
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3961560,4119379,4255585,3703901,3599534,3825053,3374905,3307921,3301846,3180923,3129913,3113041,3184382,3235687,3182604,3207835,3295930,3290065,3363767,3328746,3390683,3367748,2533484,2611301,2655566,3011407,3142220,3358696,3310240,3371624,3535101,3792958,3870593,4199138,4322910,4639825,5021973,5014334,5157142,5073897,5217920,5047216,5090238,5235971,5242005,5176548,5229317,5662633,5631395,5438457
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,6728363,6067880,6131623,5769536,5312465,5650824,5860836,5078701,5122929,4210724,4191709,4433151,4569031,4140580,3695934,3587854,3561765,3698205,3738365,3780172,3762598,3929536,4065636,4121617,4187113,4217063,4224838,4385914,4258075,4364371,4588053,4547895,4486035,4735956,4631600,5105005,5096224,5448964,5518927,5322607,6394330,7134055,7092317,6894089,6891809,6838340,6944541,6703390,7020871,6938140
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,25,Paraíba,180064,257225,289343,272155,296528,323631,208716,203412,200532,181063,213465,243159,280196,284288,298000,325319,300726,308470,312419,230787,242309,248061,122871,131559,112196,116263,123827,128937,138310,141162,143995,144501,148588,143824,143795,144317,147468,151702,133875,137438,148335,174533,179258,199884,222591,245516,258946,276377,288360,302103
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,738686,816875,896834,714941,724927,825822,1078669,1177147,1315967,1528484,1653416,1270837,1462388,1615847,1790218,1867957,1942171,1989976,2023143,2083096,2053580,2124098,1254943,1320900,1366626,1316846,1335424,1285571,1130961,1105213,1043464,1015415,870450,779307,761403,750414,734858,741833,713264,542746,559417,557848,636859,720365,725414,718732,739062,714750,699341,706812
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,393669,495897,560423,493084,484134,493518,507634,505877,499743,418047,448402,529592,540902,568918,590089,600100,596327,603433,619304,409338,450597,457445,415641,428267,378517,362884,373846,390240,395333,394515,407579,436857,465252,495957,509547,435671,421144,425977,401944,399309,514500,611234,630065,670885,683744,732415,758981,867879,921973,947233
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,22,Piauí,1416308,2028058,2004705,1901844,1892460,1912385,1364737,1275700,1272468,1058198,1082679,1481357,1514010,1553407,1595132,1636370,1677871,1717910,1671993,1574647,1611991,1650962,1417249,1415067,1405068,1401310,1396607,1391213,1373690,1367654,1360494,1355070,1349942,1159335,1150329,974543,949570,935279,891040,857208,837765,810313,793301,1028009,1043091,1047946,1055077,1062157,1070192,1077585
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,154982,156570,189631,130060,140251,145336,98497,97170,104964,82922,99787,121459,156237,157490,171511,184520,172730,179882,175910,132697,150333,165506,117611,119589,121212,123189,130900,131859,142370,149494,161350,169100,183319,182998,191248,193856,192553,193187,173049,162254,217783,258078,273518,264510,249651,265412,291925,334443,365692,463734
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4309386,5734776,5708084,4669449,4170042,4082070,5672922,5016118,4946600,4698619,4584289,4316625,4344607,4037060,3451122,3566089,3744687,3854184,3929082,4043449,4181965,4245566,3922591,4066847,4055024,4140468,4133303,4075217,4036952,4145052,4094030,4233791,4339484,5197008,5320252,5344318,5729710,5677515,6213316,6320890,6108876,5694521,5927862,5992533,5702659,5643613,5859508,6261484,6171447,6062700
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,194885,280433,307744,262133,251441,247267,292513,291349,291410,276064,299939,286279,324548,327424,300668,315676,325888,341392,308599,291604,281296,276086,192875,193187,192907,193951,203428,198627,201195,187768,174257,164103,168197,152078,150305,149806,154622,153570,155328,130251,103480,78089,64492,76480,73116,74023,77179,69739,62854,60595
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,40700,134645,140757,139915,141915,302660,367928,433475,566717,653151,816965,569649,558954,712463,780612,894954,853012,1006190,1139701,1165981,1148219,1212091,410315,422622,443770,459983,460868,501032,196836,251879,255461,308406,275682,278133,207477,216947,249919,234593,225596,188291,203551,230569,224176,221132,190235,163631,163084,192749,258538,211765
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,14,Roraima,26597,28374,32637,32964,12857,13065,40465,44648,47327,50175,27611,44248,48464,51868,55389,67687,0,59138,59650,0,77969,51751,56043,65114,65600,73850,76320,78850,76350,77500,82500,88000,88005,84355,75093,74885,76170,58145,37982,29751,28006,30533,49073,77599,78510,76570,77825,79590,82880,92782
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,3460134,3603953,3652593,3178404,3024700,3512385,3878532,3578799,3766279,3542773,3580407,3238321,3410507,3190616,3099838,3262507,3330516,3275024,3417586,3727711,4088621,4404480,4532654,4558963,4704545,4814297,5093888,5516818,5354113,5432143,5775890,6309041,7158596,7156013,7846398,7988663,7817536,7968116,7480183,6270797,6178702,6533948,7099184,8098231,7972807,7590827,7805614,8416995,9825467,9316166
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,28,Sergipe,36643,65533,68652,64885,70513,74436,56787,54033,57455,63335,65769,81961,91271,93079,86590,93997,96447,105053,106703,99658,97763,98657,79682,80933,82302,87739,91370,92333,95766,95843,101481,107722,115410,97524,96279,98901,100105,99772,100642,98760,100012,102336,138877,103545,91070,91582,89558,109873,121058,150840
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,1730439,2166351,2260776,1918649,1908204,2160655,1995184,1999908,2014865,2038855,2059023,2024547,2012180,2040915,2024386,2034326,2027007,2081405,2035986,2014936,2098958,2142888,1849226,1834568,1934269,1913372,1902275,1903813,1845427,1709256,1698619,1706862,1727955,1724228,1691356,1639247,1693632,1599515,1557481,1431102,1405420,1485022,1367512,1394950,1454879,1502048,1516636,1509168,1516038,1587613
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,17,Tocantins,320746,376146,394791,370636,418055,455700,365323,365539,378540,427420,478600,505760,430080,468520,487680,500520,531440,553360,594560,650118,688489,722328,219744,232797,241091,251396,246477,249879,242380,234184,225249,224481,224591,253740,257507,254181,266040,266067,259929,259618,273703,295661,308422,311667,318975,266454,243289,250881,259523,194659
