nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,12,Acre,4614,4598,4400,4525,4529,5817,6835,7196,7716,10208,10562,10800,9992,10355,10590,10626,10518,13978,14238,16487,16649,16992,20937,21447,21886,22274,23090,25111,26408,29771,32752,33368,50882,48089,60668,68773,67952,68114,65301,64871,76061,81699,97999,94821,95229,93315,95139,82542,93488,82503
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,27,Alagoas,49221,52779,49743,47108,46579,50051,52397,52738,54081,49896,51027,50011,49731,49112,57357,58507,58408,59194,59056,53054,53136,53455,53557,48673,47982,46427,45537,47013,49261,51127,52686,54970,55769,56862,54935,54804,56310,57982,58122,58228,60414,64126,65045,74573,85966,92025,92562,93448,96362,95576
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,16,Amapá,4047,3641,3491,3551,3485,2521,2309,2212,1970,1940,2274,2580,2740,5250,5225,4761,3757,3742,2829,3671,4128,4239,3167,3275,3190,3045,3057,2953,3045,3462,3706,4662,5422,5021,4858,5396,5294,5683,5436,5566,5790,8948,8207,10068,10432,10179,9958,9765,9375,8975
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,13,Amazonas,7100,7036,7108,7188,5311,5593,5975,6333,6588,7095,7379,7592,7569,7900,9991,10235,11199,11212,11196,12228,13333,14482,9098,9592,10089,10341,10597,10914,11257,11468,11907,11909,12328,12318,12339,12611,12803,13685,15678,15479,22284,25363,27758,27251,28019,28032,28884,29348,31614,41314
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,508820,516861,492777,492850,490845,510386,542155,557639,573350,571101,583522,607116,629338,627175,632151,647812,659330,680260,706494,658240,652755,659202,647297,663958,657549,650120,634819,635335,613417,613499,614073,614115,613519,621122,610335,598326,586643,555905,518051,485356,470761,459727,481869,495373,508892,505568,496415,440055,443725,463297
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,156700,167616,161625,165410,169861,178236,185466,190395,179679,179460,182762,203941,231653,230025,231189,232117,231894,230740,230514,220869,222700,223984,140004,140378,133901,134568,134577,135912,137023,138314,139102,139782,140159,141370,140035,137727,138346,138720,136071,128602,131851,135046,138808,117110,117062,121110,125845,128380,131173,135188
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,53,Distrito Federal,4200,3022,3104,3102,2360,2450,3226,3431,5420,5630,6100,7000,7000,7500,7500,8200,8350,8320,8500,8500,9350,9300,6377,6380,6380,6400,6400,6400,6700,6200,6000,5700,5000,7150,7200,7200,7270,7200,12000,17162,18695,20320,21080,19442,18892,17929,17664,17602,18294,18624
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,75103,81517,76189,69988,68351,68113,67985,67667,66881,66024,66597,66017,79362,80491,81460,80395,84823,87499,88408,88813,84342,80695,65853,66859,66840,70923,70957,71802,72020,72549,72956,72716,72575,72108,71326,71446,71411,73489,74916,74585,76626,72927,66451,57768,54755,56902,56761,57062,57332,57548
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,331891,309566,358681,343972,346616,357247,380169,365502,381724,390966,403730,419893,423143,433372,435975,445150,452330,470552,459885,464271,462714,464899,447977,453021,456290,457408,455790,450568,447388,443903,442818,441782,445130,445715,438580,438390,428367,426950,401381,394799,385525,380405,365611,364174,366468,381095,381697,393676,395288,390924
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,267470,273143,248276,257076,257696,264203,267445,271521,268372,267509,280088,281730,277887,281923,288594,289197,286923,276482,271398,272682,269770,265217,163700,163747,164667,164892,166386,165223,166443,173484,175027,177731,177841,174320,177643,171942,170347,173739,173926,175575,176718,185722,197529,220220,236618,228496,234544,233363,257423,260888
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,107176,121693,92822,91483,94460,97216,100192,110359,112773,122195,125004,135882,137905,141641,144498,162345,169622,181452,184100,199115,205153,219057,250435,256337,264506,267768,274991,283796,295210,306845,311598,314544,312219,310174,307900,318249,344918,350001,319294,245153,302543,418766,372028,380277,425553,441626,547839,445541,449429,438706
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,258923,262924,216965,200390,198533,199022,215176,219228,224889,230431,239990,243957,254926,263534,268618,278382,286181,292800,301839,347420,357668,367841,324239,330243,336020,339600,345901,349900,355178,362894,366399,369529,370673,357315,357675,358482,344589,339136,338093,337124,337185,339781,354797,278482,330044,361005,410740,417525,415996,337718
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,777825,840180,829762,812495,795012,803138,816190,914939,920302,899200,917006,912068,948129,955916,969597,964640,971952,981573,981204,984066,977098,962428,948571,977182,985534,951774,928166,923073,899563,891035,859974,856740,865340,838222,808494,800108,802049,787129,785277,758880,763780,774639,762006,811337,874513,846197,828296,811705,804904,788064
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,539255,555709,486703,434347,393347,387043,401757,409528,408905,412899,420261,426937,441160,444259,445855,452369,448567,449316,442249,439980,438939,430214,454725,480274,495568,482300,479928,470302,462646,459294,434381,426004,413303,389020,393544,371617,341481,331689,325837,312626,301931,300781,296488,280717,282448,283366,271527,258875,247967,238963
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,25,Paraíba,72030,69088,66685,69796,71530,71979,71517,72445,66122,78390,75117,76797,71485,71084,72600,75327,74911,72799,73802,63224,63059,66605,50182,50658,50780,50273,51095,51698,52162,52335,52020,50910,50819,49761,48863,48366,48073,48284,44758,46262,49975,52683,54461,55965,59536,62305,64019,66111,69555,73274
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,95750,113930,91439,91563,93048,96529,106724,118006,129981,148747,156760,169743,187594,224752,237275,241231,252220,251093,255111,269859,287103,301384,178704,202218,214468,223707,240565,240852,255199,260058,282835,290769,276474,283410,286950,293236,289261,297082,270658,284437,312077,342779,380845,351806,429310,445603,458145,488219,517506,527421
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,128251,132291,126731,126883,126809,125848,123091,121974,120689,118087,125789,122548,123118,126860,128501,132998,135332,140017,135353,115134,117529,119266,109658,114262,107827,108139,113104,114213,116501,119061,119680,122457,122369,125976,130651,133856,139811,139111,123843,128027,125994,131567,124806,125008,131202,124748,123452,131828,132427,133000
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,22,Piauí,184370,194155,180873,174154,167940,168823,165315,165246,162800,147438,149263,152009,155479,158518,163408,167958,171920,175236,175375,176823,181130,185204,148371,151596,149144,149537,149659,150134,150425,150602,150866,151014,151258,149561,146039,115398,112423,109936,106538,102092,99679,95990,93942,91509,69004,66816,64742,63150,61557,59814
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,41464,45860,38934,38176,37827,40105,39695,39843,39909,34325,36026,38276,39743,40209,39560,40725,39103,39070,38059,33507,35059,36997,33360,34591,36982,37314,38618,38213,39933,39614,40338,41979,43550,42933,42151,43111,43112,45100,44454,53552,62654,63816,64585,64555,63658,67444,72163,73806,81159,94469
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,715010,772105,619022,614190,604578,574953,556451,564492,555306,559811,557904,554299,571628,573925,565148,586277,593555,596195,608971,618145,614669,603671,496664,516419,523146,514625,514089,479803,486335,499358,484512,476639,468447,449955,454938,452965,470199,472778,468691,535299,540815,535227,537159,553191,527868,518969,520371,501435,492396,490034
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,55199,53225,58616,62829,64581,65206,64149,71929,75312,75464,89136,94062,97724,96340,99401,102739,107300,109712,142937,149631,149431,152857,86683,86641,88969,89254,100106,99785,99885,100991,105827,108865,105014,99205,101517,105435,106248,115178,120572,113203,116473,100220,98884,100334,100231,101998,105165,104782,101349,107619
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,1870,4705,3022,3052,2098,10936,12220,14090,16528,21233,42880,34611,43336,46429,51220,56016,52263,56573,65286,93437,99802,104046,119055,110045,115287,120140,124786,136016,127476,144204,146683,146332,143768,161166,160583,162654,161050,169585,175484,173440,166507,166259,164607,166722,184611,198436,158032,169587,174389,201538
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,14,Roraima,25850,27265,31614,33586,25155,25569,34421,35800,36516,37250,30635,36579,32345,32916,33793,42025,0,36316,36483,0,0,16103,28872,35760,30850,29200,27980,26550,26260,26020,27800,28100,28500,27650,25570,25685,28170,30276,28349,28548,29502,30399,27045,37063,37360,35020,35068,35004,35204,38080
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,214484,216371,161897,160895,154579,158490,158351,181302,173258,159787,157404,156820,154438,159038,160839,164977,164418,157952,157032,152136,155456,152153,128691,133611,134055,133845,132390,130608,130658,130275,128343,129061,119599,98716,101943,104473,114372,120331,122565,118342,120001,128676,140934,112766,105448,132210,121612,118726,102097,104425
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,28,Sergipe,60776,66607,60568,60243,58085,60279,62736,61641,64148,59749,59135,63519,68776,75912,77304,81144,82646,87338,90228,87461,86758,87133,66209,65632,64928,67127,66385,65556,66431,67448,68640,70735,73259,68503,69841,71889,72830,73712,73385,67922,68425,69567,76678,69245,66022,66478,66150,67818,69306,71886
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,364450,451493,520391,406349,416289,435571,440221,472506,479310,501147,527682,534908,552007,568807,608335,612692,611563,609406,624281,614822,621459,615141,580577,563892,553335,539257,542278,539522,531939,515572,500177,493919,472835,421654,382707,380333,379379,368833,358807,347411,363380,365068,365117,355554,343903,350072,348417,351833,355528,353325
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,17,Tocantins,164694,159588,165392,158885,153705,162543,172535,128814,127179,132780,138250,140300,136725,141740,145510,148940,152430,157780,164385,170555,176535,181580,142133,144842,146607,161083,150566,149796,145730,158993,156150,152917,153065,144757,144897,144345,171545,190973,195698,239535,264955,200787,191397,195328,196778,214374,226919,189237,189909,186341
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,12,Acre,14761,10662,10934,11089,11535,13179,17209,18512,19704,22364,24136,22571,17809,19839,20855,21477,21601,24035,25908,30688,32799,38567,40731,39824,41609,42646,45479,44612,41760,41426,42372,45920,53673,51663,77623,86084,81072,82131,84419,81401,88136,99479,98123,88957,88223,86388,84552,68127,75907,72001
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,27,Alagoas,86998,138746,163245,143173,146719,150388,153393,150045,153051,119744,123409,123164,121961,122180,138581,140024,142069,146045,145943,116371,118742,122514,121184,71125,71613,74863,99326,124659,179554,189274,191895,203417,208372,201273,193686,193877,202773,209117,209527,202168,211728,224264,228557,264268,294811,307047,322847,337054,336451,349596
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,16,Amapá,3665,2056,1910,1904,2090,1160,1670,3095,2042,2450,2223,2470,2673,3180,2405,1730,1509,1176,679,740,766,1159,1985,2259,2074,1720,1323,1264,1143,1070,1139,1270,1669,2069,1910,2255,2328,2602,2416,2073,1805,3088,2807,3048,3122,2812,2644,2766,2576,2241
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,13,Amazonas,26201,9528,9515,9656,10754,11344,12882,13690,13627,15162,16704,17124,16887,19116,23261,23769,24768,24176,24524,26224,29067,31294,46699,49458,52909,55640,58220,60677,63318,62836,64308,67197,69250,54793,41802,43808,56285,69131,71691,68628,54606,47476,44694,41016,41547,41171,40732,38858,37385,38681
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,1870543,2070663,2167389,2176893,2236468,2302774,2385820,2444049,2427981,2546744,2582119,2671785,2770861,2802311,2908627,2990813,3088952,3192746,3321028,2687697,2710831,2772790,2357684,2514172,2644126,2808846,2922701,2986224,2674743,2708587,2988569,3138303,3165757,3096155,3020849,3028507,3125766,3072176,2812360,2926601,2815438,3168650,3497190,3793502,4179667,4496316,4706437,4247960,4660494,5005629
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,1133676,1134795,1135673,1146031,1182168,1219365,1208498,1184067,1254498,993251,1133113,1259512,1337306,1350100,1420340,1451088,1470335,1494689,1494601,1274477,1333385,1368841,1638112,1651286,1492476,1554973,1606914,1666822,1718818,1781951,1852448,1909182,1961724,1998165,2030982,2071098,2098893,2142567,2071096,2062654,2229327,2304996,2294035,2228713,2318568,2380481,2462224,2500836,2545649,2543214
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,53,Distrito Federal,1020,1030,1253,1050,950,730,1669,1732,2140,2340,2400,2600,2500,2500,3000,2800,2500,2828,2885,3045,2788,2800,3934,5220,6573,7495,8325,11318,13470,15020,17500,16020,19000,19990,18000,21000,20416,10500,11000,14153,15803,18159,23938,21267,21355,21828,22866,22289,21708,19105
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,12237,12043,12506,12414,12235,12081,10423,10461,10973,12272,12852,13290,14956,15354,18394,20734,23768,26190,30521,32150,32414,31367,27027,28059,27905,28110,28348,28510,29719,30258,31017,31630,32040,33674,35267,36134,37826,41140,42487,41745,43612,44090,44174,44268,44284,44640,42576,39762,38278,36843
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,36507,35887,36768,37486,37209,39196,44677,42281,48419,54799,63704,61849,67926,74474,78055,81437,89672,98069,89652,93660,94350,93192,107400,109244,109446,112026,113683,119227,123813,139249,146338,156746,162385,172221,183715,186464,201173,226869,191348,172808,156005,145406,140421,129066,113826,122761,120581,129293,135750,122780
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,175061,122528,121909,124878,125780,133827,142274,149444,172336,175955,185272,183411,180371,184789,192439,192783,194831,188955,179908,180414,177802,175048,146424,145987,147736,149692,154384,158485,166843,204273,212412,226488,230695,226216,230142,232307,229583,231348,233530,233090,239618,255062,278198,276795,292217,297127,296058,299019,319158,348062
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,7890,7087,7371,8453,9138,11504,14175,13447,16389,23737,27912,30648,32580,39161,46993,62905,67277,69191,80605,87231,92056,100496,160317,170293,178282,184963,193704,205570,220772,240562,275873,324865,349383,429176,439689,442682,549484,474581,377904,267234,307948,358450,377245,399163,456653,467734,458621,464029,466308,394737
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,184038,100009,97910,98893,95980,119227,127312,136109,143448,162819,173321,175233,189972,199215,209339,218588,233377,243198,245275,255747,265140,271355,347292,354860,359601,368484,378131,386767,395016,405153,417356,439782,456322,464851,469146,477732,497102,497631,498064,500509,502678,505537,503821,460083,435618,432919,412551,409691,399145,325130
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,132466,115296,119198,114547,106401,109769,100938,104566,106871,104550,106141,108952,108774,111977,115155,117465,121395,115595,109220,109497,106243,102805,118896,127456,122505,123874,116796,130405,143315,145633,174193,188917,209342,242801,225549,223434,228306,221439,225955,218746,209589,225893,209942,176353,188602,183938,206851,206133,201861,186087
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,216059,159203,158762,154976,155380,160536,186493,204892,231725,248497,261925,279741,304690,316765,340701,360882,385316,417589,462099,526930,597616,598731,545823,558507,573686,570382,548998,543954,548634,507850,488142,511801,517327,532091,579764,599925,613934,643591,638923,640681,650231,614749,596193,562712,558022,588688,574498,568294,551354,515863
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,25,Paraíba,368293,370593,394269,453645,457323,458887,418382,414629,389040,341191,355219,396266,385674,370486,381579,414882,380692,388674,387894,273376,263829,302611,419524,373818,282808,307508,343844,376983,394642,406095,408671,411069,414800,409634,414895,434225,433032,447406,374081,389523,442533,501362,523103,572688,610214,668858,712632,744132,777790,812227
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,57637,30124,35844,37402,39046,43851,49886,47248,54733,68019,75441,82378,86260,123626,137710,128331,138031,145787,155579,162015,161998,165723,90893,100365,107384,115109,127405,133075,147362,164706,178400,203027,201559,213599,202005,197739,203368,213052,175757,193427,213809,235388,280063,252514,265826,257726,228187,266760,262486,272487
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,462961,489992,520566,505583,528585,534178,526828,538900,531798,458135,497408,528064,606282,615221,639681,664712,675647,682736,669393,477574,493769,540868,630872,595432,564778,622790,753218,815322,886015,892629,943068,1067103,1180943,1256270,1351934,1487228,1622511,1856351,1652883,1830647,1924342,2416977,2479122,2295269,2348061,2958356,3304335,3441843,3523986,3674659
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,22,Piauí,919048,832933,844571,847733,871884,905349,930856,968887,984283,948592,980406,976191,1016798,1058565,1110818,1161379,1211051,1260698,1231783,1182082,1223370,1259546,1320574,1342504,1342912,1369009,1395960,1422224,1438084,1461804,1486298,1511743,1534969,1437219,1444373,1387279,1392861,1397864,1240423,1205232,1210967,1200079,1207807,1615224,1635678,1670522,1705154,1737799,1772628,1809805
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,239107,313098,334679,316168,321098,284120,262272,253259,258692,216898,248049,271094,303758,312621,334162,359706,332568,344644,336111,233771,260749,289986,388749,391089,342618,361387,389706,399457,433562,462279,489862,490310,512161,514224,532846,570302,583661,587096,558563,737392,860037,872795,843968,851160,794126,825483,886855,879977,914154,770421
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,12490066,11469305,11400424,11384266,10643114,10850828,11303109,11796615,11181308,11044612,10992870,10808410,11404522,11383514,11203036,10845901,10648853,10473116,10163929,9511074,9711917,9284181,5541778,5240323,5143968,4870244,4812477,4311543,3938988,3912103,3826650,3732917,3764031,3830061,4009938,3946349,3979258,4000297,4095648,4250932,4223266,3957275,3496904,3436402,3187776,3057943,2950926,3030419,3353607,3361471
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,11693,15661,14116,13830,13491,12765,12679,13299,13306,16202,16270,17523,19453,20846,21630,21371,21368,24319,23330,24457,24539,20687,19476,19323,19636,17882,21100,23774,26833,29865,35195,41468,44973,50172,50894,50284,48489,56479,49027,46410,42773,44500,41398,45097,36309,36710,36421,39132,37537,40654
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,6070,1764,1930,1872,2682,3621,4301,5640,5533,7246,9394,13348,15857,16849,20973,23920,23579,28438,36114,54919,52101,62772,61882,63651,66837,71336,75857,81171,62572,72981,76589,99396,105072,124661,125183,127995,135122,147103,141972,134807,114825,111074,99304,101858,95202,68158,62477,95900,89533,113186
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,14,Roraima,21546,15247,16846,16962,16556,16320,20081,20884,21719,22596,25960,32366,26981,28041,29316,33672,0,35321,39694,0,0,19664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39681,31721,28398,25561,29029,29370,27610,27526,27336,28174,36671
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,186022,124183,126326,125306,123667,134310,144519,188317,193395,179542,181305,189679,197084,212015,214994,222056,231649,217839,222005,227452,228648,250386,204332,209195,204184,208280,207099,192134,199497,202412,200974,207780,210165,241089,256965,261322,293349,303115,307651,295210,292728,305647,313265,259290,266628,311545,338945,342460,348128,347635
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,28,Sergipe,92182,111765,115249,119018,122412,128479,148159,157653,162446,134714,142720,162430,176894,187540,185648,201206,201601,205338,207277,172034,162615,154857,79208,81226,83355,87917,96422,110443,119869,126122,139064,152053,169959,147102,152198,162145,168674,168801,173422,187129,192809,205151,245550,161221,157560,164269,165386,177690,194650,208224
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,101501,118981,136537,129831,130093,131779,133758,154790,170561,178058,181631,201558,207895,221164,245435,235442,238746,232993,224187,217127,209579,223639,257430,239361,229100,232745,233681,252897,257501,287722,303288,344919,378067,415431,455098,452281,467253,452132,426957,415327,408857,385853,374166,357975,342007,338791,330669,322365,320762,295389
Efetivo - Ovinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,17,Tocantins,19522,15047,16455,15526,15550,16701,18697,17621,18131,20887,25340,27310,33515,37960,41750,42390,43350,43560,45730,47531,48985,50553,47277,49679,50266,52039,51857,51228,51218,64624,66217,64718,65532,74855,85955,89265,108062,113544,122388,132311,129263,130753,134398,139829,142080,111981,125148,104975,106157,89341
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,12,Acre,113880,109919,112887,113901,117150,124532,137055,143696,157693,172908,185184,154651,149029,156128,178304,181429,176207,171753,172222,193309,202912,203906,162806,168683,171340,178695,183498,183058,179252,178054,168821,151073,168028,156530,155861,156620,150763,139518,139251,134576,128875,149776,139150,142293,142980,149802,160708,149642,157390,159694
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,27,Alagoas,73394,97970,116836,93224,96458,102837,83399,81797,78110,70428,82439,85436,95787,96138,97165,105401,110354,118057,125442,119679,120747,123619,129461,106922,103743,105312,105919,110248,98644,112322,120317,127781,128437,144652,150578,147762,154808,155058,149728,143112,149647,142577,127441,123471,135570,143540,152679,167520,174603,181232
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,16,Amapá,49250,55906,63979,46484,50550,44600,39880,29690,20753,17150,17975,25170,27457,42350,41807,43765,32642,27805,22679,20002,18491,20063,14451,15693,17141,17076,17036,18390,20044,15354,17066,22248,35479,31821,28547,28484,30055,34962,37089,40563,43594,36355,35193,31012,30736,30892,32244,28919,27183,27964
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,13,Amazonas,162218,126688,133473,121745,130146,145136,246014,255333,266283,291130,295588,180522,181624,188612,216243,219875,214594,217182,204187,221385,240908,260926,230803,248659,267846,283982,300168,313826,341766,301246,290757,290410,299929,155525,143664,146291,99676,94435,76108,66325,71008,62613,65507,77365,76273,89338,81877,81413,78097,75971
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2431352,2530580,2661826,2367104,2460745,2558413,1956530,1983513,2034902,2044170,2127808,2225072,1990900,2092459,2191160,2273119,2351126,2446931,2519515,2270577,2334344,2377801,1804261,1832058,1837378,1970778,2027787,2052603,1981284,1966482,1973748,1993461,2006734,1904699,1835017,1753475,1768305,1620697,1513425,1389113,1286880,1216322,1126310,1085507,1114070,1126956,1078368,992753,989008,1016164
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,782447,1366250,1373242,1260247,1298124,1341640,917417,809290,827163,616328,690884,1241518,1291171,1281518,1335238,1356277,1373179,1403137,1424620,1194727,1201078,1210735,1087849,1081875,992033,1006062,1025109,1039656,1054008,1067314,1082993,1089530,1101360,1132673,1152598,1160410,1167731,1193630,1173077,1138424,1188106,1268342,1249739,1143214,1171020,1179619,1208834,1215425,1236390,1278548
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,53,Distrito Federal,20000,22366,24428,20952,19700,14500,32615,30704,32584,28730,26500,34868,34550,51807,49820,51200,35007,38279,41749,46535,50534,54170,86000,112000,102919,105876,112065,126514,131600,131180,119950,112719,136690,145114,119000,151170,156700,207873,94180,100915,163985,155966,168394,172619,151827,151981,186698,171098,172965,139366
Efetivo - Suínos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,770931,637936,711202,644783,611255,627699,478762,451657,453126,441818,443310,435861,446153,431308,430244,425651,436317,421854,430401,440039,438807,423455,269928,273853,272386,278081,300390,303983,313945,321876,319732,292405,288578,280398,271554,263458,263030,256646,261104,269436,307124,322645,230748,202252,241550,235623,215625,208413,181226,174078
