nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,codigo_mesorregiao,mesorregiao,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2104,Leste Maranhense,325918,191035,192143,208223,218265,229342,242545,261752,279433,286434,317291,297089,254759,251050,255104,257656,261889,241445,227018,229219,231891,229685,176009,177184,177851,178512,178073,181814,185287,187994,188984,191296,198869,174682,179839,180299,177954,173870,175089,161724,167766,167972,170407,155428,160284,158663,157670,152111,148819,147238
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,4648,3735,3846,4073,4333,4932,5307,5566,6053,6026,5754,6402,6245,6619,7387,6481,6398,6944,7629,7154,7516,7728,7368,7949,8136,9694,10972,12045,12904,13456,12988,13017,13114,13935,14806,13775,12398,12275,10816,9548,7957,7913,8462,8423,8612,8968,9346,9636,9920,17177
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,1102,Leste Rondoniense,0,0,0,0,337,4693,4930,6363,8099,10318,12127,11581,13474,15186,20493,22583,21754,26854,28665,45300,36870,39280,10225,10336,10817,13276,13609,14429,8529,8878,9032,11870,9585,12092,11293,9975,10492,13466,11302,9859,8041,7442,8303,9558,7622,5375,5118,4235,3829,5736
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,28,Sergipe,2803,Leste Sergipano,3978,2045,2968,2767,3132,4003,4827,5691,6222,5738,5801,5774,6544,6241,5155,5348,5390,5136,5030,4371,4020,3627,1422,1574,1740,1907,1937,2054,2119,2417,2670,3367,4485,4610,4638,4777,4316,3720,3545,3590,3542,3659,6460,5644,5260,5921,5773,7456,8433,7195
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,5003,Leste de Mato Grosso do Sul,8735,2553,2160,2120,2257,3138,2772,3160,3546,4573,5303,6259,7492,7977,8721,9182,9539,10069,10331,10572,10978,11373,5849,5392,5477,5646,5885,6053,6226,6414,6550,6677,6830,6942,7101,7285,6393,7459,7453,7516,7584,7646,7422,6811,6837,5897,5302,5345,5145,3982
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,3202,Litoral Norte Espírito-santense,5430,4627,4838,4777,4898,4678,3920,4138,4948,4772,4402,4755,4464,4492,5082,3815,3798,3415,3656,3693,3638,3759,1803,1890,1869,1894,1922,1992,2055,2441,2543,2650,2707,2635,2719,2743,2778,3560,3569,3508,3479,3399,2392,2211,2222,2509,2459,2285,1935,1598
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3514,Litoral Sul Paulista,891,887,977,653,719,767,798,656,803,783,1186,1083,1533,1483,1512,1611,1118,1174,1513,1562,1614,1656,915,900,935,937,952,1013,1016,1426,1764,1806,1568,1811,1969,1532,825,847,834,634,1015,549,680,985,1075,1183,1186,1299,1269,1286
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3512,Macro Metropolitana Paulista,2865,2719,4145,3220,3537,4178,4308,5185,6223,6317,12070,11615,11188,11785,12274,11636,12215,12919,13224,13343,11790,11605,9774,14175,13739,14192,14166,14707,14961,14871,15783,16075,16077,6050,6415,6446,6990,9034,8593,9979,9342,9676,9639,8837,8605,8160,7867,7532,7530,7637
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,1101,Madeira-Guaporé,1395,698,913,900,492,594,670,2250,2310,2187,1712,5813,3947,5298,5147,4505,4292,4904,6391,4631,4983,5474,3451,3584,3786,3892,3974,4214,3831,4605,4155,4440,3614,4483,4056,5249,4106,5772,4621,5323,4096,3729,4630,3824,3743,2264,2178,2299,2258,3328
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1502,Marajó,13004,12766,18140,38101,24410,28167,21396,35390,37974,41580,44937,46056,50120,57467,70583,64325,61911,57141,56824,56527,56892,56829,7262,5275,5641,5949,6334,6300,6585,5853,5664,3066,4274,8366,8667,7937,7729,8279,8428,7761,7608,7998,8295,9344,11493,11943,12341,12320,12419,14365
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3509,Marília,2009,684,652,675,705,830,947,1648,1582,1892,3667,3513,3599,3410,2736,2705,2501,2480,1698,1617,1614,1398,1011,1514,1685,1625,1622,1762,1814,1848,1378,1422,856,1427,1000,949,1755,1525,769,908,924,970,994,650,448,394,362,335,455,460
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,25,Paraíba,2504,Mata Paraibana,17984,13595,13988,14378,14727,15288,13923,15747,16228,16517,16857,19652,13920,14198,14753,15330,15985,16691,17517,18827,19090,19479,5965,6210,6341,6649,7657,8124,8757,12020,14291,15061,15043,12498,11259,11656,11483,11362,11201,11255,10914,11334,10846,11544,11597,11399,11935,12562,12703,12987
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,2604,Mata Pernambucana,44207,29638,30599,31214,34609,34227,33156,28368,30705,28467,28417,24800,22131,21639,19516,20301,20219,20972,21286,20562,21742,21010,15665,18928,16892,17229,17838,17974,19668,20450,22591,23584,23785,26785,26605,27998,28372,24516,23097,23507,21107,20951,22793,25494,26166,24793,25811,25310,24875,24237
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,4205,2955,3293,3012,3385,4343,4921,5048,8833,13009,15631,16325,17998,18762,20200,19503,21247,20723,19831,19237,19255,19238,4536,4362,5130,6848,6047,6386,6375,6261,6000,5733,5844,6129,6631,6604,6411,6136,5953,4963,4283,4138,3433,4575,4579,4540,4797,4587,4728,4555
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1503,Metropolitana de Belém,71,68,104,74,149,383,574,824,1245,2111,2349,1470,1730,1923,2006,1555,1666,1755,1862,1978,2215,2202,515,1385,1353,1722,1722,1490,1983,1018,1139,1394,1498,2009,2116,1914,843,1212,781,545,899,1343,1101,802,878,1022,2209,1234,868,639
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4110,Metropolitana de Curitiba,31710,17445,17162,17115,16470,17673,21826,23015,23601,24788,24535,24456,24727,24711,24852,24709,23960,24357,24911,25162,23999,23203,5106,5135,5123,4898,6163,5751,5401,6982,7963,9619,14844,19611,19447,18939,18844,19198,14866,17023,16200,15901,16775,13723,10133,8633,6738,6402,6230,5471
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,9806,9712,10295,10919,10710,12416,13334,19443,20459,19331,20487,23140,25343,27399,28671,30180,32598,35345,38030,37985,37709,37406,7317,7394,7443,7807,9797,8638,8971,9354,9319,9906,10176,10537,10880,10485,10585,10877,10915,11307,12049,12441,18322,17608,17967,18360,17372,17120,16943,16146
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4305,Metropolitana de Porto Alegre,9385,6777,7432,7251,7361,7597,7767,8037,8364,8485,8350,8742,9616,11486,12109,13321,15725,15590,15647,15357,16243,16168,10486,10576,11474,13446,12702,12938,11237,13624,14748,14313,12918,14912,15271,17129,19496,19137,20171,19486,19242,18636,16045,15269,13925,14181,11742,11289,11236,11482
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,2605,Metropolitana de Recife,9924,2781,3192,2616,3295,3602,1794,1887,6086,4894,3644,3247,3395,3980,7733,6847,6865,7777,7097,7470,6907,6964,3107,6967,5983,5587,8610,7052,7120,8270,8999,10857,11228,11529,11983,9296,9398,7126,5414,3938,3899,4644,4767,4859,5116,4867,5447,5858,5679,5232
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2905,Metropolitana de Salvador,10959,11232,12406,12150,12137,13179,14102,15742,17230,19073,21276,23676,17908,19269,20866,22754,21619,23138,21525,23143,23570,24064,23553,18451,18885,21094,21910,22830,23068,24085,25046,26159,26534,26891,28213,28611,29630,29088,25494,16069,14760,7219,8677,8674,11233,11355,11568,9589,8975,10293
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,984,681,1012,806,1123,1128,1030,985,960,1017,1465,1602,1690,1850,2468,2528,2749,2194,2228,2174,2063,2343,1967,1801,1970,2040,1720,1166,995,1402,1344,1343,1436,1166,1715,1743,1605,1543,1753,1844,956,1236,1545,1817,1531,1522,1747,1877,1791,1456
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,4367,3596,3947,3644,3726,4041,4351,5609,6863,9460,12053,11919,11594,13568,16241,15863,13889,15684,14382,14852,15180,13948,7392,7605,8064,8394,8641,8704,8887,9090,9906,9941,9637,8967,8875,9099,8607,8841,8960,9465,8537,6077,4644,4252,4444,3962,3916,4106,5873,5183
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2904,Nordeste Baiano,328700,412118,438999,421189,429461,458182,478288,523974,556730,569948,593813,623559,651445,687902,727852,783500,809366,840400,862231,772818,795990,919305,542000,666615,650178,774673,815983,722694,447151,419880,694075,730706,733774,661380,540090,498616,541213,545732,509939,534321,408816,464764,493823,535107,601452,637044,635058,568420,585655,627697
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,5102,Nordeste Mato-grossense,1239,809,768,777,814,894,1019,1062,1112,1871,1965,1098,1197,1253,1316,4194,5310,5783,5511,6113,6345,6906,2613,2778,2961,3172,3266,3797,4036,4401,4932,5404,5490,4826,4892,5092,5561,5537,5295,4005,4185,4771,5117,6193,7402,7983,6865,7477,6727,5029
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1504,Nordeste Paraense,4987,2654,2892,3502,3716,4262,4832,4908,5150,13471,14215,15656,16731,17523,19191,18428,18926,19563,20834,18486,18702,19645,6612,7581,8308,9300,10577,11311,12107,13053,13121,14158,15008,16771,20034,16696,9985,11787,10153,9813,15308,16148,16231,15640,15943,15626,16332,14011,10645,10896
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4302,Nordeste Rio-grandense,4149,4169,4925,4731,4805,5162,5702,5753,5896,5931,6002,5897,6161,6379,6377,7038,7138,7448,7699,8583,8504,7666,4942,5043,4997,5019,4682,6469,7178,7116,7522,7336,7124,7055,7260,6949,6545,6563,6128,5142,4291,4029,3748,3736,3558,2555,2445,2214,2263,2117
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2301,Noroeste Cearense,210055,199670,197588,200485,211687,231049,227984,210000,209470,155075,185245,220957,241043,244045,262477,275359,284341,290043,296460,261131,275756,285137,216481,214327,194971,198033,205659,215040,223621,235013,249842,257090,255303,263304,270744,281462,283710,288294,275050,273263,271097,284839,283600,273671,266128,269846,271241,263708,260059,241122
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,3201,Noroeste Espírito-santense,12249,7329,6880,6716,7300,8169,8032,8726,8822,8384,7266,7713,6735,6830,8210,8230,9030,9330,10130,11662,11918,11643,4157,4385,4498,4495,4485,4494,4539,4318,4485,4408,4468,4566,4783,4890,4959,5310,5394,5047,5059,4958,3724,3142,4064,3850,3681,3348,2624,2406
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3301,Noroeste Fluminense,3233,2256,2826,2634,2646,2960,3475,3223,3576,4319,7950,8500,9015,10000,9500,9490,10026,9660,9175,8697,7817,7930,3035,3019,2996,4584,6913,7052,7046,7200,7170,8090,8590,7807,7965,8143,8758,6723,6640,5876,5851,6080,5544,5548,5738,4478,4495,4494,3932,2779
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5201,Noroeste Goiano,4563,7588,8051,8137,7554,8645,12046,5848,6945,8660,10402,10425,11470,13340,14720,16990,19185,21558,24204,26740,28915,24335,2603,2585,2624,2708,3202,3264,3050,3274,3481,3605,3740,3980,4130,4260,4430,5247,4644,3940,3293,3216,3303,3476,7515,7068,6876,6786,7668,6523
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4101,Noroeste Paranaense,31360,8794,8380,8364,8934,9694,10111,10928,11969,13049,13920,14668,13118,13106,12692,12480,11734,11352,9864,7812,7178,6505,3811,3750,3665,3597,3608,3672,3787,4470,4912,4847,5050,5753,5842,5962,5578,6003,5736,5260,5146,5182,4834,5207,5273,5468,5463,5349,5201,4908
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4301,Noroeste Rio-grandense,22146,17957,20037,19872,17811,18237,18310,18535,18824,19567,20089,21455,22791,24047,25149,28184,29582,31613,31745,33880,34738,34710,14873,15039,15424,15664,15331,18254,18932,17829,19921,20796,22084,22027,24113,24733,23783,23379,21697,19005,15637,13877,12040,11180,9919,9029,8515,8331,8219,7969
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3101,Noroeste de Minas,7262,5479,5551,4934,4835,5134,2836,2843,2822,2809,3111,3246,3662,3813,3589,3346,3254,3297,2882,2745,2991,4361,3153,3186,3004,2589,2782,3052,2903,1961,2060,2128,8909,6583,4223,4790,4524,3211,2457,2071,2368,2307,2526,2566,2826,2674,2856,2791,2654,2691
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,13,Amazonas,1301,Norte Amazonense,152,0,0,0,0,10,12,17,20,22,25,28,29,28,90,97,301,625,557,653,713,773,53,55,58,60,62,65,69,71,70,74,79,0,0,0,50,127,109,169,216,174,268,194,88,75,71,93,112,18
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,4202,Norte Catarinense,19868,10187,10048,10136,9587,9725,9701,11176,11751,10596,10842,11123,11532,11746,11647,11759,12295,10275,9892,9338,8996,9127,2745,2847,3065,3373,3467,3406,3531,3736,4904,5471,5455,8888,9718,9048,9897,10271,10177,7257,6133,6297,6144,3845,3992,4245,4574,4709,4634,4397
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2302,Norte Cearense,95291,92453,91351,97302,95882,91092,86415,93745,102159,83864,96333,103883,106580,110483,111913,113223,114872,119544,123584,103493,102350,103283,82116,80888,71806,75064,77488,81685,80770,86466,89842,93217,95708,98622,101529,104024,106973,109749,107228,108834,109112,111354,105994,118784,119111,120274,121194,119805,121190,110859
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4103,Norte Central Paranaense,36658,14678,13961,13586,14076,16339,17601,18379,19510,18865,19271,19071,18111,17651,17559,18038,16954,18813,18818,18525,14722,13460,6632,6426,6630,6637,6874,7359,7708,7897,9052,9580,11546,11393,14623,15694,15127,14945,12985,12172,12093,10982,9995,10087,10364,8611,7568,7120,6415,5352
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3302,Norte Fluminense,2411,3455,3779,3883,3499,3585,3160,3814,3844,3439,3735,3696,3766,4145,3846,3905,4035,4185,4096,5324,5838,4839,1641,1803,1992,2091,2075,2136,2165,2221,2365,3044,3116,2712,2530,2525,2486,2550,2340,1775,2449,905,640,479,1571,1339,1103,1096,741,873
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5202,Norte Goiano,5030,3696,3626,3708,4169,5198,5880,2545,2910,3540,4315,4596,5062,5620,6620,7280,7670,8235,8430,8855,9035,9305,3239,3445,3650,3750,4593,4781,4834,4510,4780,4970,5160,5305,4750,6896,5897,5652,5552,5432,5130,4727,4486,4352,4658,4930,4938,5197,6252,5300
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2101,Norte Maranhense,116007,68695,61307,67632,74698,83187,90785,97912,108690,119184,125319,128204,142720,151223,161361,167579,172336,161474,162534,165430,167864,164134,78921,80891,80452,83007,84792,87404,89361,90063,92048,92898,95102,91811,91358,93119,91647,93456,94884,94847,94119,95518,96791,94753,88625,89206,87848,88428,89826,90256
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,5101,Norte Mato-grossense,692,219,223,1395,1531,1470,543,575,759,1127,1248,1648,1558,1658,1747,6961,7480,7862,10111,11482,12797,13765,9666,13547,13372,13858,14535,15296,16682,17694,20330,22562,22409,19130,17338,17568,17062,14979,12461,9222,10111,10498,12385,13060,14439,15067,15581,16732,16293,12979
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,22,Piauí,2201,Norte Piauiense,330934,234272,236324,230036,243315,261370,281725,295446,310105,352842,368577,252097,262796,274584,288405,302336,313699,325852,330198,343042,356080,371284,270965,261448,260753,260701,259486,256202,253291,249776,246410,242862,240029,251186,252091,261484,264624,261899,257946,257471,256563,256851,255834,271633,275771,280552,285958,290221,295972,300775
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4104,Norte Pioneiro Paranaense,29401,12649,12187,11957,12723,14083,14617,16907,17153,18758,19400,19025,19621,19499,19745,20260,20498,19942,19967,19634,17608,17513,4254,4368,4170,3786,3425,3952,4321,4519,3344,4509,4645,5597,5823,7813,8480,9057,9690,10021,10259,9292,7899,9137,8575,7802,5438,5014,4370,3593
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3102,Norte de Minas,20790,21578,23290,20480,19676,22824,26345,26423,29733,33315,29603,31179,27911,29048,30554,32598,35562,34261,33080,32187,30912,31233,16210,16878,18245,19672,20274,23164,24492,38192,45682,51822,52228,52872,31642,33426,31918,27857,32029,24815,21064,19618,15784,15423,15153,14591,14331,14240,14441,14395
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,14,Roraima,1401,Norte de Roraima,2954,2011,2662,2627,3650,4076,4130,4295,4447,4626,2764,4865,4437,4537,4908,5552,0,4957,4862,0,6031,3765,4262,4145,4450,4650,4660,4900,5190,5490,6410,6980,6985,6790,6310,6260,6305,4810,5090,4658,2899,3640,2880,8020,8150,7860,8037,8225,8645,11143
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,16,Amapá,1601,Norte do Amapá,1440,472,397,626,860,660,810,1300,910,230,185,150,168,850,830,739,700,571,349,296,376,234,141,173,202,216,264,280,151,174,225,241,367,508,434,456,494,546,598,587,581,522,477,442,348,379,401,433,450,460
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,17,Tocantins,1701,Ocidental do Tocantins,8714,6275,6666,6118,6887,7796,8613,7420,7680,9830,12405,12685,14840,16795,18640,20860,21570,22360,23280,24690,25623,26425,9871,10578,10988,12540,12904,13405,13254,16189,15970,15022,15099,13331,13895,13828,16100,14740,14016,13819,15829,15636,15489,18764,19205,10693,9527,8650,7121,5565
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,4201,Oeste Catarinense,26275,13355,13891,14022,14109,15201,17091,35423,32189,28257,28006,31969,36742,38610,39773,38879,39862,31792,28600,34609,35449,38465,9936,10129,10527,12211,13026,12185,15027,15897,14776,16229,16293,21095,25111,27240,29153,28572,27345,25182,25336,25330,25265,13903,16952,21457,22507,21883,21002,19223
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2102,Oeste Maranhense,19087,8686,8508,9182,9994,10154,11587,12633,17930,19584,21440,22354,24378,25818,26900,30656,32517,34362,32315,32760,31588,31897,17382,20824,21152,22138,25268,25810,28877,38173,41640,48032,47494,46952,44672,45755,38000,39754,38059,37682,36890,37504,39160,42631,41531,41835,43809,45001,45520,73537
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4106,Oeste Paranaense,27463,13061,12513,12561,11267,12142,14706,17223,19060,18814,18858,19126,18077,18533,18507,19975,20164,19979,20780,20186,19625,19696,7022,6933,6647,6445,6337,6174,7474,7495,7863,14368,16934,24356,32350,39972,40993,43722,41614,33271,32586,24085,21108,16790,17649,15025,14011,12934,12102,12040
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,2401,Oeste Potiguar,89419,117566,118181,117267,118374,115639,121149,118532,125825,118557,143166,140677,171328,184260,204416,214463,197426,211861,202504,139348,166420,201710,149211,139530,186559,194568,213469,200571,216849,225474,239270,248290,211617,217120,222463,216937,219361,221497,199266,212044,216195,216421,202537,216193,218830,218876,227352,227314,236981,323495
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3109,Oeste de Minas,1772,1266,1281,1166,1346,1679,1865,2096,3330,4322,4857,5565,5948,6263,6554,6691,7174,6225,6154,6575,6613,6957,1991,2435,3208,3616,3745,3810,3159,3255,3398,3294,3230,3128,3032,2974,2291,2386,2374,1804,1891,1075,885,1726,1802,1855,2122,2088,2187,1850
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,17,Tocantins,1702,Oriental do Tocantins,10323,8301,9337,8409,9980,12193,13518,8200,9186,10710,12610,14598,13915,16050,18110,20000,21010,22470,24345,25703,26886,28134,5553,5949,6175,6476,7225,7318,7598,7975,8661,8685,8851,8592,9843,9639,9067,8473,8544,9614,9626,10153,9789,9222,8891,6571,5852,5561,5907,4664
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,5001,Pantanais Sul Mato-grossense,34200,9264,8669,7341,7305,9214,5013,5491,5577,5698,5688,5458,6518,6962,6978,8521,9742,10485,9764,9041,9466,9938,3897,4387,4542,4630,4693,4839,4940,5279,5584,5910,6119,6251,6318,6449,6577,6222,6307,6379,6429,6488,7074,6378,5980,5933,5953,5768,5746,4656
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3506,Piracicaba,1135,970,1308,1328,1396,1573,1780,1206,1210,1206,1808,1824,1538,2410,3347,3360,3404,3054,2807,2883,2945,2941,2375,2604,2450,2539,1640,1798,1987,2102,2601,2689,2836,2854,2385,2396,2939,3099,2763,2657,2529,1956,1967,2288,2140,2007,1940,1609,1586,1362
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3508,Presidente Prudente,9491,5153,4552,5125,6027,6601,6917,10398,9600,9413,17591,16665,15449,14414,13883,12387,12312,9821,9723,9695,9760,9697,6636,8497,7911,7882,7586,7378,7012,7019,6870,6474,6441,6711,7077,7207,7605,7505,6668,6538,6280,6127,6415,5901,5854,5795,5681,5829,5703,5371
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3502,Ribeirão Preto,2857,2834,2716,3638,3562,4259,4548,4426,4926,5025,7005,7158,7447,8186,7453,7556,7273,7303,6831,6622,6241,5831,5337,5301,5272,5287,5010,4973,4988,5487,4673,4685,5275,5573,5612,5700,4402,4410,4081,3870,3699,3311,3223,5225,5111,4941,4436,4350,4490,4370
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,4203,Serrana,18474,7061,7087,6980,6710,7018,7972,14968,15008,13084,11405,10920,10670,11822,10970,11047,10590,5932,5819,7142,6626,6792,2707,2870,3174,3093,3152,3869,4463,4242,5982,6175,6732,6067,6694,5602,5860,5472,5435,5327,5646,5901,5988,2830,2537,2718,3288,3248,3676,3598
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,27,Alagoas,2701,Sertão Alagoano,38049,45162,49831,48353,45393,45929,46873,44703,44419,31374,34173,35578,34328,36267,38191,41342,42289,42242,42825,29901,30658,31767,32316,16675,16780,19036,22195,23120,29561,29625,32958,38452,39855,38644,37407,37330,39849,41883,42433,40042,40375,41353,37319,32890,37575,37250,39960,41109,35882,32498
Efetivo - Caprinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,25,Paraíba,2501,Sertão Paraibano,102654,76368,77391,105559,88097,84145,67150,69249,63248,53000,59002,64693,73338,75698,79587,86464,73751,74668,74418,58017,69522,80204,84357,87405,73630,95874,122288,138047,157935,160469,157600,151224,152507,146585,130931,132758,133203,139641,105528,109804,121586,120118,133470,147271,154147,162994,171234,185055,193187,199092
