nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,codigo_mesorregiao,mesorregiao,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,4205,Grande Florianópolis,8872,9096,6905,6826,6476,8081,8083,8130,7685,7283,7163,7375,6968,7408,7318,7856,8132,8115,8205,8500,8630,7805,5858,6076,6559,6788,6760,6881,6732,6621,6683,7368,5819,5296,5689,6994,8649,9062,8997,9272,10462,11359,12103,10766,6566,9674,9639,10220,9222,9573
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3511,Itapetininga,33960,39270,44443,38092,37819,40847,42237,42966,43225,46539,47409,46778,47908,50369,54693,58082,59590,61541,65065,64002,61761,61132,60675,60118,58891,57719,60598,58803,56560,47109,41724,38625,38620,37447,35561,35338,36642,35715,37164,36909,36125,38448,39570,37978,34858,37980,37960,37537,36608,32427
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2305,Jaguaribe,15123,17467,16833,15904,15781,16959,18045,22194,12217,16512,16418,16818,17209,17441,17709,17974,18343,18716,18698,17600,17557,17722,18547,18637,18042,18045,18078,18124,18262,18051,18151,18303,18492,18537,18637,18729,18774,18798,18673,18608,20640,21026,20750,20577,20929,21580,21757,22093,22199,23219
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3103,Jequitinhonha,67790,74003,73555,72026,74754,74701,71135,63834,63643,62741,69775,73838,77529,75558,74599,69715,68950,70914,69493,65976,59264,57522,73982,71671,70219,65059,67368,66400,64297,63213,61279,53255,52892,51782,53291,55375,52455,52551,50542,46910,49665,56840,55619,67844,79526,79420,72635,70265,68234,64637
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,27,Alagoas,2703,Leste Alagoano,19138,22599,20765,19667,20334,20778,21549,20629,20421,18508,18469,16985,16531,16374,15457,15312,15163,15311,14908,15075,15202,15043,14325,14347,14145,13061,13105,14152,16556,16624,17101,17429,17301,18933,19205,19857,20139,20077,19466,19887,20407,22243,23982,31654,39264,43207,43921,44815,48287,46491
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5204,Leste Goiano,51772,46861,60683,57220,57943,58270,65900,57950,59220,59150,59960,65750,63890,65300,63750,63690,64330,66300,65030,62740,63520,63700,60031,61630,62110,61760,59990,60000,61076,61310,62235,62705,65260,65900,63440,67740,67315,66842,62684,69145,64371,60331,54035,55866,59502,66292,68613,70253,70085,68012
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2104,Leste Maranhense,67850,68109,62890,65118,63427,66481,67668,70382,69875,68973,69627,70170,64775,64343,64988,64520,64842,62586,59136,57037,54174,53084,34147,34314,34130,33721,32674,31741,30574,29185,28049,26700,25690,24174,24397,24036,23791,23824,24456,24270,24088,24271,24217,24082,23208,22487,22562,22228,23221,24033
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,6487,7104,4898,4956,4991,5227,5538,6582,6428,6214,5913,7047,6886,6815,6634,6501,6239,6426,6393,6394,6355,6325,5812,5902,5546,5618,5728,5453,5342,5065,5085,4814,5015,4674,4301,4309,4453,5604,5576,5974,8035,8581,8298,8473,8746,9281,9514,10382,11231,22163
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,1102,Leste Rondoniense,0,0,0,0,812,9039,10165,11790,14408,19170,40484,27161,34995,37148,43009,47897,47575,51700,59296,87032,93002,95930,112265,102446,107436,112038,116294,126759,108829,126704,126960,119779,115747,130121,128002,129459,126976,130797,132959,131904,126377,126262,121225,122111,132536,141618,112784,121708,125248,144620
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,28,Sergipe,2803,Leste Sergipano,24420,26706,24231,24101,23254,24333,24640,23168,24569,25127,23451,25646,25211,25109,24934,25947,26887,28808,29545,30018,30270,29976,28805,27744,26642,27015,25808,24945,24627,24793,25106,25822,26398,25041,25436,25709,25767,26135,26265,26386,26901,27747,31839,30688,29394,29648,29113,30415,32751,34022
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,50,Mato Grosso do Sul,5003,Leste de Mato Grosso do Sul,40249,42171,36065,35053,36224,32082,48588,49674,50995,52924,56872,58777,60643,64103,66420,68378,70543,72775,76629,78914,80557,81896,91769,92980,96315,97219,99567,100846,101922,103886,105373,105400,106491,102135,101776,101757,98570,97654,96876,96000,96075,97065,94545,79700,91200,92081,105923,109092,107548,87472
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,3202,Litoral Norte Espírito-santense,21400,23959,22330,21661,20089,17689,16600,16258,15939,15427,15597,15024,27614,27880,28921,28126,29615,31295,32392,33087,30459,28109,21620,21506,21431,21555,21750,21866,22163,22141,22681,22561,22696,22391,22605,22483,22090,22868,23282,23280,24124,23036,19493,17809,12605,14360,15171,15517,16239,15933
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3514,Litoral Sul Paulista,2183,3293,4922,2914,3373,3267,3230,3171,3235,3254,3304,3343,2201,2476,2396,2703,5932,5117,4631,4912,4716,5131,6196,6215,6219,5955,6521,6450,6551,6612,3740,3729,2821,3927,3888,3833,4491,4416,4073,2856,3794,2827,3287,3802,3764,3486,3500,3541,3594,3582
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3512,Macro Metropolitana Paulista,17683,21307,33341,18407,20274,21174,21506,31219,31444,32584,41546,41163,39888,40726,41538,41886,40981,42232,40510,40551,42205,40544,38429,38564,36229,37961,36890,35916,37973,37188,36958,38168,38343,26431,24086,26237,25466,27632,27341,28887,29430,31615,31659,30735,30358,32555,32572,33463,34736,35793
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,11,Rondônia,1101,Madeira-Guaporé,1870,4705,3022,3052,1286,1897,2055,2300,2120,2063,2396,7450,8341,9281,8211,8119,4688,4873,5990,6405,6800,8116,6790,7599,7851,8102,8492,9257,18647,17500,19723,26553,28021,31045,32581,33195,34074,38788,42525,41536,40130,39997,43382,44611,52075,56818,45248,47879,49141,56918
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1502,Marajó,38208,46033,38072,38125,37105,40784,44893,51796,58964,64974,66633,73635,80262,106057,106494,95485,106930,98700,98204,100023,102598,105016,33318,34244,33531,34103,34776,34461,30204,30463,28459,30241,30138,36223,37977,36243,36603,36921,35367,31607,30490,27924,27786,28891,28058,28743,31903,32551,37618,62527
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3509,Marília,14011,16211,16952,14964,16571,17305,17371,16463,16713,16809,17326,20604,21369,22354,24646,24166,25079,25995,26402,24398,24027,23424,24068,24316,21014,19805,19244,19277,18706,18619,15334,15077,15129,16416,14724,13041,12200,11665,11755,11286,9925,10507,10666,10409,9509,9515,9064,9258,10242,9695
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,25,Paraíba,2504,Mata Paraibana,9285,9433,9102,9526,9186,8546,7467,7360,6631,7701,7759,8355,5499,5479,5670,5843,6031,4887,5047,5166,5502,5450,4150,4260,4356,4369,4361,4372,4353,5354,5732,6133,6289,6235,6185,6343,6112,5972,5664,6142,6315,6875,7148,7541,7783,7687,7735,7793,8057,8406
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,2604,Mata Pernambucana,17897,18405,17772,17792,17581,18259,17951,17744,17657,20895,24884,22756,22299,23947,24184,25059,23777,24059,22308,20390,20386,19852,19006,21371,18128,18602,19181,20072,19823,20474,20368,21040,21013,20825,20748,22459,22358,20150,18470,18167,14290,15776,15980,15893,16709,14943,14532,15415,14768,15319
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3107,Metropolitana de Belo Horizonte,51552,54461,53557,52435,51725,54425,56422,77165,76441,76544,75820,78551,81665,82954,85639,87400,89371,91523,92479,93451,94167,93568,60014,60475,60503,63563,63055,61346,62156,68487,67600,66773,65028,69131,70218,70318,70788,72642,74819,75523,77932,81877,84494,85902,90237,86308,82100,80471,79754,78014
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1503,Metropolitana de Belém,2705,3691,2969,2973,1904,2180,2628,3201,4330,5673,6477,4497,5310,5569,5988,5319,6042,5847,6216,6955,7219,7407,3627,5059,5138,5112,5197,5539,5213,4971,4745,5239,4351,4999,5174,4661,2411,2409,2320,2457,3225,3231,2926,1085,1460,1534,1570,1691,2107,2752
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4110,Metropolitana de Curitiba,51854,52699,43616,41315,35446,34430,39123,40273,40149,42663,42965,43213,44310,44545,43841,45497,45285,43857,44989,52890,51419,51284,41197,39946,50175,45920,46763,46879,47587,47082,47764,48148,50686,50974,50016,49581,47615,47729,44360,44106,43084,39156,40460,35892,36752,38324,36050,35903,34271,33461
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2303,Metropolitana de Fortaleza,3942,4255,4127,3502,3632,4402,4835,4994,5232,5840,5987,6149,6326,6475,6486,6204,6244,6410,6490,6480,6409,6447,5300,5365,5339,5514,5541,5700,5744,5986,6056,6052,6096,6285,6350,4498,4536,4535,4571,5160,4803,5069,7526,7072,7341,7506,7364,7451,7614,7826
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4305,Metropolitana de Porto Alegre,76607,85994,70747,71133,72635,67211,63899,64051,62906,62566,62285,63704,64353,64272,65705,68258,69698,66651,68534,68957,67829,69884,55620,56922,57455,59488,61883,61916,67857,70733,71951,80341,74517,75791,73916,76391,75110,70892,68741,77555,81319,77512,76193,79013,71415,69017,71884,70960,68781,70207
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,26,Pernambuco,2605,Metropolitana de Recife,4470,4539,4452,4457,4360,4515,2347,2277,1983,1875,1823,2020,2102,2418,2474,3099,3556,4827,5205,5180,5286,5383,3158,5386,4608,4601,4940,5121,5224,4730,5223,6034,5862,6284,6203,4686,4212,3797,2097,2955,4378,4950,6042,6559,6924,6853,6359,9596,9860,8984
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2905,Metropolitana de Salvador,14354,14620,13966,13967,14420,17125,18627,19815,21538,22893,24119,25475,24175,25244,25943,26108,26980,28376,29496,31015,31872,33034,31396,28573,26152,25645,26508,24876,24948,25460,25965,28235,29656,29782,30402,30557,30818,29912,28833,21327,21155,16160,17651,19837,20509,20692,21153,19078,18496,19017
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,2912,3301,4997,2787,4784,4677,4501,4632,4542,4669,4592,4581,4466,4880,5897,5714,6185,6962,7470,6671,6796,7030,4980,5456,5346,6342,8603,8690,8774,8986,8613,8437,7519,3759,4194,3921,4329,2959,3485,3265,3279,3738,3933,4018,3881,3885,3987,3752,4126,4172
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3306,Metropolitana do Rio de Janeiro,11058,10826,11796,16598,16752,17954,16418,16848,18103,16393,18571,19867,20453,18291,21426,21628,21854,23910,24211,25227,24233,25249,19146,18474,18468,17926,25302,26503,24830,25779,26652,26657,23554,21938,21163,22217,21818,27418,26848,25244,26367,28356,26838,26286,23749,23816,24915,22956,23352,25630
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,29,Bahia,2904,Nordeste Baiano,71894,72688,68726,68737,67156,67133,69867,70008,69029,67569,67432,71216,74413,82733,78529,83876,89814,94628,101278,87479,89393,93603,86474,89651,88115,83191,83573,83856,76997,75052,75671,76438,76963,77229,77501,74497,73560,71138,65182,67709,54640,52870,54325,64096,67281,64823,64900,60976,64068,68693
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,5102,Nordeste Mato-grossense,13744,21944,10949,11070,11401,11684,12684,11960,12199,13316,13584,17070,16632,16957,17295,25248,27707,27761,27823,30084,30717,32717,42418,43064,43469,44090,44686,44741,44722,47537,48333,49879,51204,50332,49329,52012,55675,55238,50442,32144,47680,65624,65363,67431,73800,79130,103921,76535,77005,73242
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,15,Pará,1504,Nordeste Paraense,22602,23645,19174,19198,18959,19006,22841,23446,25052,24759,25541,24641,25557,26526,32133,33921,33820,34774,35345,32238,34608,34187,26865,30289,31212,32202,34284,33324,31781,31054,29761,29379,29760,28341,26673,27123,25086,24602,19895,23763,28997,29145,30049,30105,39869,39955,41075,42183,48991,43613
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4302,Nordeste Rio-grandense,40200,43645,35509,35362,38476,36620,36907,36943,36699,37887,36829,36954,36906,35153,34580,36547,35515,35920,35973,37548,35726,31608,30820,32434,31961,31463,30916,26288,26401,25027,25178,22673,22918,22373,21816,21919,21573,20880,21504,28639,29932,30100,31918,34535,33285,33726,34188,33181,32425,33204
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2301,Noroeste Cearense,29773,30001,28816,31338,33075,34164,35765,34933,33429,30128,30956,36981,41465,41785,42658,43685,43635,42356,42507,41536,42422,41979,21116,20716,20073,20165,20299,20579,20969,21477,21743,21833,21878,21971,21982,21965,22372,22532,22063,21539,21686,22070,21317,19483,16950,17831,18017,18341,18490,19393
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,32,Espírito Santo,3201,Noroeste Espírito-santense,22698,24098,22458,21320,20651,21454,22326,22210,21327,21949,22022,22141,23310,23625,23938,24050,24730,25480,24630,24070,22125,20587,18810,19644,19295,19256,19206,19269,19163,19122,18855,18318,18094,17730,17815,17981,17886,20422,20383,19826,20987,20209,18173,15469,15680,15637,15196,14684,14380,14177
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3301,Noroeste Fluminense,10226,9711,9578,9595,11645,11680,11974,12362,12968,12168,16320,18360,17905,18728,18540,17920,18666,19255,20125,20115,17510,18440,16324,16563,16897,17200,17609,17550,17805,18630,19870,20735,20390,19775,19483,19555,20393,20945,20852,19902,19933,20564,20892,22130,22353,22539,22233,22349,22529,20647
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5201,Noroeste Goiano,31117,30176,37109,36786,37380,38536,43789,40245,41650,42680,45760,48620,50515,52110,53685,54980,56655,58830,60584,62110,63545,63770,65985,66480,67285,67835,69070,68675,69105,69190,70240,73300,75480,74685,74490,74925,75325,73490,68650,59315,57550,57346,56831,59040,57722,65904,65725,65463,65670,69065
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4101,Noroeste Paranaense,63886,64485,68397,58760,52693,55672,57245,58102,58977,60026,60299,61677,68283,67996,66912,67408,66273,67273,58281,56599,56958,56161,71561,72246,71211,68305,68406,67976,66867,65685,65163,64131,61981,57063,55299,52801,52251,51735,50893,50184,48591,47778,48303,44381,44752,46177,44600,42705,41903,39817
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,43,Rio Grande do Sul,4301,Noroeste Rio-grandense,166953,174276,108596,106658,97247,87843,81746,80614,79005,79422,79215,79952,79926,80036,81054,84220,86510,87259,88149,86551,84553,83290,64523,65989,65932,66205,66060,64467,62364,61048,57576,55660,54237,51794,51624,49126,49472,50740,51038,55470,56210,56629,56747,59277,56840,55959,58338,56829,57076,58424
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3101,Noroeste de Minas,44516,48450,47987,46989,46975,46875,49854,50828,50760,50851,54186,55486,60856,59234,59512,55441,56009,55638,53728,54414,53732,56229,66089,66226,63538,60904,59551,61149,60966,59109,58951,59075,59518,57536,48624,47057,45963,42929,41385,35715,35529,34772,35143,44316,45275,44552,45369,45157,44376,44752
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,13,Amazonas,1301,Norte Amazonense,28,19,19,0,0,0,0,3,4,5,11,9,11,15,29,32,35,33,33,35,37,39,29,30,31,31,31,32,35,38,38,38,44,45,132,136,139,136,186,104,145,114,113,76,84,90,84,86,93,148
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,4202,Norte Catarinense,50302,50459,38255,38499,35855,35696,34899,43317,36574,35991,37298,37897,38724,39031,39101,39258,39783,39112,36632,35226,35570,36030,32197,32353,32498,32516,32148,32105,31113,30084,30602,30561,30181,24771,24526,24177,21874,22154,20603,16978,16356,17814,18619,14811,15193,16119,17282,17363,13560,13870
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,23,Ceará,2302,Norte Cearense,18213,19398,18825,19176,20781,22894,23642,25487,23997,24635,24921,26177,28567,29132,29266,28509,28846,29149,29525,26983,27442,27892,19745,19969,19128,19311,19524,19757,19886,20439,20714,20923,21234,21597,21998,22380,22899,23343,23235,23089,23432,23448,23604,17170,16152,16401,16571,16703,16853,17269
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4103,Norte Central Paranaense,67612,68788,57321,48336,40346,41272,42828,45210,46254,44611,49681,50221,52102,51310,51047,52390,49737,51280,52986,52444,50859,49422,64151,62544,63096,63313,62914,62385,61205,58345,56607,56232,56735,40203,54516,45476,41779,38676,37056,37059,38975,41419,43160,40746,42574,39935,39580,34100,32780,32292
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,33,Rio de Janeiro,3302,Norte Fluminense,14559,13916,17216,16869,16691,15031,15218,16399,16424,18468,18370,18271,18486,19266,18945,19815,20398,21288,22555,24161,24496,25764,18093,19218,19384,19544,20047,19218,19253,19201,19426,19806,20111,17159,18257,19910,19872,20829,24840,20680,23333,19925,17775,18664,19417,20839,22355,23605,20360,25098
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,52,Goiás,5202,Norte Goiano,40197,39492,41924,41549,42469,45722,44955,43420,45125,48070,49890,49870,49580,51480,52340,54060,53650,57210,56710,55300,54030,54170,47790,48040,49790,49080,48150,46220,44332,43700,43480,42480,41690,42020,41770,43520,45450,46519,45084,44567,43038,41534,41375,43120,45239,43760,43577,45932,45462,42534
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2101,Norte Maranhense,95191,98327,88015,91136,94025,101122,105300,104416,103162,100046,108129,104719,107171,109558,113871,113651,109429,99428,99534,101887,102538,98890,38056,38653,38907,39308,39680,39459,39699,39721,39687,40295,42005,40318,38627,38186,37444,37726,37547,37641,37035,36673,36474,36528,36127,35729,35917,35612,36245,36682
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,5,Centro-Oeste,51,Mato Grosso,5101,Norte Mato-grossense,2019,4257,2134,1257,1523,1048,1052,8871,9260,9801,10284,21435,21891,24256,24739,36576,39713,40836,39684,45525,48011,52460,75275,78006,81597,82419,84265,92055,97915,101884,105944,108238,106518,105322,108739,114410,127876,133403,122667,101589,117409,164859,137760,143181,161676,168435,210741,169237,170991,165415
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,22,Piauí,2201,Norte Piauiense,41346,41436,34930,37164,37059,40100,41269,41599,41785,25888,26403,27099,27881,28715,29586,30445,31249,31139,30370,31246,31924,32714,25311,25286,25375,25503,25622,25713,25763,25798,25823,25865,25931,25334,25185,15712,15688,15572,15078,14717,14468,14109,13752,13414,9441,9226,9004,8884,8785,8649
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4104,Norte Pioneiro Paranaense,56458,57423,48672,45062,42945,42558,39857,40342,40459,41388,41582,41354,41877,41625,41939,43099,43367,43375,43689,43158,42763,41267,47612,47617,47605,46009,45444,44644,43177,38729,37839,35650,35366,32924,32971,30621,29911,28084,26815,26320,26336,26557,25703,24892,23763,23581,22368,21845,20997,20504
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3102,Norte de Minas,141463,155077,153818,150622,152643,152534,161289,178610,185169,169036,174211,168962,178625,172359,175015,170814,171511,171351,174917,174273,174897,171669,161946,198217,198383,194859,190128,188046,178921,174155,156551,157585,159093,150371,151513,146100,141988,136868,137852,128805,124810,118649,115461,128338,141466,141488,138445,135050,133682,131819
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,14,Roraima,1401,Norte de Roraima,25542,27142,31472,32286,25027,25424,34029,35390,36100,36822,30139,35713,30886,31390,32144,38996,0,35244,35377,0,0,14573,26108,28900,27600,25300,24100,22700,22700,22500,24050,24200,24600,23750,21630,21660,22950,23655,21456,21424,21900,21560,18958,27953,28160,26190,26178,26144,26316,27180
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,16,Amapá,1601,Norte do Amapá,2005,1682,1416,1412,1515,1065,1071,1102,1086,1030,1189,1310,1378,2605,2515,1831,1515,1508,1296,1539,1538,1606,1416,1520,1512,1481,1470,1404,1374,1333,1411,1784,1926,1797,1806,1903,1904,1995,1858,1895,1960,3154,2837,2966,3273,3231,3305,3459,3287,3211
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,17,Tocantins,1701,Ocidental do Tocantins,100590,95676,83594,83334,81667,82471,87677,65068,62319,68330,71690,71930,74990,78300,79990,81480,83960,87240,90955,95270,98685,101490,99250,100130,101032,114113,102951,102516,98845,111861,109766,106570,106446,99196,100254,100402,119908,134098,137963,166835,189881,136642,133997,137996,138313,150296,162427,128730,134496,133905
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,42,Santa Catarina,4201,Oeste Catarinense,57822,58396,37610,37910,35712,34091,34356,42303,40018,31590,31788,31607,31938,32863,34695,34479,34603,34012,33462,32984,34371,32119,19071,19144,18216,19160,19514,18072,20569,20739,18248,18004,17273,17385,19007,20987,25261,26590,27237,26400,27088,29156,33657,20795,23452,34506,30802,28724,24946,25181
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,21,Maranhão,2102,Oeste Maranhense,19483,19911,18070,18710,18870,22227,25847,27548,28834,30776,35198,37006,34597,35474,37301,39884,41278,42735,43084,44420,45435,46168,46185,45795,45983,45918,47325,47450,48304,56190,60138,63601,60812,59816,61880,57651,58115,61015,60468,59037,60004,69606,74894,74360,80429,75995,79560,79215,99224,98997
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,4,Sul,41,Paraná,4106,Oeste Paranaense,36023,36669,31929,29494,25131,22463,24944,24096,25034,22847,23293,24532,25208,25614,26689,27241,27480,27018,27067,26680,30136,30053,34159,33881,34264,34235,34270,31354,31043,30117,29621,30188,29416,28026,27241,29216,27983,28621,33762,27179,26251,22149,21933,20180,20522,21419,19854,18861,18503,17861
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,2,Nordeste,24,Rio Grande do Norte,2401,Oeste Potiguar,15759,17153,15710,15604,15592,16137,15546,15111,14453,12760,13573,14022,14721,14954,14601,15262,14842,15226,14761,14024,15628,17370,10803,10758,14590,15060,15249,14742,14929,14387,14529,15363,15324,15150,15917,16382,15835,16188,15441,21944,23275,23238,21840,21907,21284,22415,24333,25185,28844,29111
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,3,Sudeste,31,Minas Gerais,3109,Oeste de Minas,35069,37526,36913,36144,34587,36766,38354,43396,44636,47263,47531,46454,50036,50983,52717,55060,56903,57199,53502,53604,53392,54814,47250,48143,48775,47736,47575,48247,50933,51259,52307,51958,52957,49844,47430,46747,45027,45306,44029,35668,36956,35303,32666,42186,42318,41084,41761,41431,41782,41038
Efetivo - Equinos - quantidade,Instituto Brasileiro de Geografia e Estatística,Cabeca,0,brasil,1,Norte,17,Tocantins,1702,Oriental do Tocantins,64104,63912,81798,75551,72038,80072,84858,63746,64860,64450,66560,68370,61735,63440,65520,67460,68470,70540,73430,75285,77850,80090,42883,44712,45575,46970,47615,47280,46885,47132,46384,46347,46619,45561,44643,43943,51637,56875,57735,72700,75074,64145,57400,57332,58465,64078,64492,60507,55413,52436
