nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,codigo_estado,estado,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023,ano_2024
Área colhida - Algodão herbáceo (caroço) - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,3,Sudeste,33,Rio de Janeiro,840.0,1288.0,216.0,422.0,494.0,212.0,116.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Área colhida - Algodão herbáceo (caroço) - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,11,Rondônia,200.0,200.0,20.0,0.0,0.0,785.0,1008.0,1140.0,914.0,143.0,179.0,101.0,96.0,165.0,1700.0,13676.0,7780.0,3085.0,5949.0,16157.0,25042.0,19091.0,2452.0,2620.0,2740.0,1138.0,1609.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,10050.0,10687.0,
Área colhida - Algodão herbáceo (caroço) - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,14,Roraima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,
Área colhida - Algodão herbáceo (caroço) - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,4,Sul,42,Santa Catarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,100.0,80.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Área colhida - Algodão herbáceo (caroço) - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,2,Nordeste,28,Sergipe,27670.0,18692.0,5046.0,15933.0,14373.0,20447.0,3878.0,19724.0,22134.0,646.0,27478.0,33831.0,35311.0,22048.0,24256.0,5106.0,2669.0,4350.0,1082.0,193.0,8832.0,6082.0,2096.0,2072.0,330.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,45.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,
Área colhida - Algodão herbáceo (caroço) - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,3,Sudeste,35,São Paulo,395600.0,368000.0,223300.0,300100.0,345100.0,283600.0,270000.0,303000.0,318000.0,308700.0,244000.0,382192.0,355971.0,325300.0,353000.0,271800.0,300800.0,243600.0,230000.0,142600.0,149280.0,179650.0,120800.0,78500.0,121700.0,73000.0,65770.0,67609.0,63030.0,64640.0,86500.0,108310.0,55300.0,41445.0,16704.0,13534.0,13636.0,15043.0,17555.0,14010.0,11797.0,4355.0,4893.0,4439.0,5797.0,13582.0,12633.0,5767.0,10637.0,11177.0,
Área colhida - Algodão herbáceo (caroço) - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,17,Tocantins,3526.0,104.0,800.0,0.0,410.0,140.0,250.0,90.0,0.0,15.0,90.0,100.0,0.0,0.0,0.0,0.0,500.0,77.0,300.0,0.0,260.0,200.0,173.0,800.0,1314.0,113.0,0.0,200.0,270.0,3450.0,3251.0,1237.0,310.0,715.0,2145.0,3750.0,5450.0,5550.0,7500.0,5950.0,4760.0,3403.0,3980.0,3620.0,2000.0,3859.0,5725.0,1521.0,5485.0,7115.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,12,Acre,90.0,90.0,8.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,21.0,21.0,25.0,14.0,18.0,76.0,65.0,118.0,97.0,93.0,152.0,230.0,241.0,261.0,241.0,222.0,165.0,133.0,85.0,84.0,85.0,82.0,69.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,2,Nordeste,27,Alagoas,1582.0,1468.0,1256.0,535.0,475.0,457.0,415.0,364.0,347.0,197.0,154.0,111.0,138.0,549.0,518.0,447.0,74.0,150.0,173.0,208.0,229.0,233.0,213.0,89.0,80.0,45.0,66.0,50.0,24.0,25.0,25.0,35.0,39.0,40.0,54.0,54.0,86.0,91.0,61.0,217.0,306.0,1001.0,1422.0,1891.0,2151.0,2274.0,2384.0,2178.0,1910.0,1994.0,
Área colhida - Amendoim - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,16,Amapá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
