nome,fonte,unidade,codigo_brasil,brasil,codigo_regiao,regiao,ano_1974,ano_1975,ano_1976,ano_1977,ano_1978,ano_1979,ano_1980,ano_1981,ano_1982,ano_1983,ano_1984,ano_1985,ano_1986,ano_1987,ano_1988,ano_1989,ano_1990,ano_1991,ano_1992,ano_1993,ano_1994,ano_1995,ano_1996,ano_1997,ano_1998,ano_1999,ano_2000,ano_2001,ano_2002,ano_2003,ano_2004,ano_2005,ano_2006,ano_2007,ano_2008,ano_2009,ano_2010,ano_2011,ano_2012,ano_2013,ano_2014,ano_2015,ano_2016,ano_2017,ano_2018,ano_2019,ano_2020,ano_2021,ano_2022,ano_2023,ano_2024
Área colhida - Café - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,5,Centro-Oeste,26620.0,29046.0,15948.0,33550.0,44960.0,49268.0,75038.0,66449.0,65105.0,80961.0,67669.0,70520.0,74541.0,77028.0,87279.0,91488.0,99097.0,75580.0,51200.0,37448.0,24715.0,23606.0,17742.0,22463.0,28329.0,38334.0,41247.0,50594.0,43303.0,44182.0,45693.0,39983.0,27248.0,27127.0,25633.0,26124.0,27400.0,30841.0,31517.0,28770.0,27386.0,28651.0,24179.0,22401.0,24178.0,21740.0,19970.0,19076.0,19186.0,18917.0,
Área colhida - Café - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,2,Nordeste,66267.0,77113.0,84573.0,83797.0,91799.0,104877.0,114661.0,86137.0,104829.0,114451.0,127248.0,122760.0,210949.0,147331.0,162964.0,163141.0,160635.0,164513.0,171068.0,122288.0,113447.0,118970.0,112161.0,116295.0,121480.0,123178.0,129462.0,155118.0,160824.0,154929.0,160448.0,163126.0,153449.0,162881.0,162287.0,166431.0,163366.0,166370.0,168884.0,170628.0,169829.0,170524.0,170236.0,128935.0,126876.0,118608.0,121751.0,116694.0,118769.0,124838.0,
Área colhida - Café - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,1317.0,1422.0,2596.0,3233.0,11776.0,17573.0,26945.0,31600.0,47182.0,62103.0,65750.0,92527.0,87814.0,111336.0,113007.0,151838.0,167170.0,156283.0,143368.0,148891.0,151590.0,153839.0,124933.0,122504.0,123241.0,192694.0,217583.0,241096.0,161789.0,211199.0,196133.0,192523.0,187344.0,177819.0,177547.0,171894.0,170853.0,166916.0,137554.0,100043.0,92009.0,83791.0,81631.0,73971.0,66563.0,63443.0,65211.0,62396.0,58944.0,63417.0,
Área colhida - Café - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,3,Sudeste,1126284.0,1165908.0,1013355.0,1201002.0,1364187.0,1601939.0,1581030.0,1745978.0,1375294.0,1649201.0,1802026.0,1816450.0,1765575.0,2034798.0,2107189.0,2126544.0,2055478.0,1983528.0,1855419.0,1730498.0,1623447.0,1536729.0,1530384.0,1599206.0,1669209.0,1729981.0,1737535.0,1822999.0,1872186.0,1858802.0,1849007.0,1824069.0,1843704.0,1798898.0,1759969.0,1685467.0,1714012.0,1709794.0,1710549.0,1721222.0,1672778.0,1650197.0,1677232.0,1536983.0,1607340.0,1583689.0,1654535.0,1601629.0,1639780.0,1687144.0,
Área colhida - Café - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,4,Sul,934529.0,943432.0,4543.0,619891.0,670951.0,632582.0,635930.0,687672.0,303076.0,439291.0,442742.0,431505.0,452582.0,505148.0,504806.0,493524.0,426581.0,383535.0,279269.0,220207.0,184451.0,36840.0,135033.0,127718.0,128150.0,138738.0,142141.0,66224.0,129369.0,126389.0,116759.0,106309.0,100409.0,97457.0,96638.0,85442.0,82783.0,74854.0,71576.0,64859.0,35825.0,44551.0,43326.0,40127.0,39009.0,37803.0,36772.0,32713.0,30744.0,26573.0,
Área colhida - Cana-de-açúcar - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,5,Centro-Oeste,33654.0,27019.0,34502.0,33479.0,40504.0,47108.0,49505.0,64255.0,85407.0,114609.0,150517.0,177662.0,211581.0,228989.0,202702.0,208313.0,215983.0,218585.0,219854.0,227965.0,237833.0,278490.0,308050.0,323172.0,351671.0,372252.0,373396.0,396412.0,434191.0,482424.0,514587.0,539858.0,588060.0,689362.0,873264.0,1023738.0,1195540.0,1421238.0,1538549.0,1786359.0,1811237.0,1765249.0,1866126.0,1858271.0,1911987.0,1971041.0,1869333.0,1849852.0,1790790.0,1877312.0,
Área colhida - Cana-de-açúcar - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,2,Nordeste,776952.0,770546.0,843234.0,938164.0,974492.0,1034838.0,1029654.0,1112322.0,1131364.0,1220782.0,1242204.0,1332355.0,1289539.0,1559306.0,1312427.0,1378723.0,1476795.0,1402388.0,1363932.0,1022653.0,1188843.0,1246516.0,1139688.0,1199348.0,1203794.0,1076878.0,1061489.0,1090232.0,1096827.0,1112223.0,1136511.0,1127812.0,1120547.0,1189208.0,1232907.0,1197494.0,1236654.0,1225554.0,1204055.0,1194448.0,1162403.0,1038146.0,996159.0,936573.0,888310.0,886941.0,881022.0,921856.0,923107.0,943815.0,
Área colhida - Cana-de-açúcar - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,1,Norte,20393.0,17928.0,17582.0,11225.0,12373.0,12745.0,13132.0,13618.0,11479.0,8712.0,15500.0,17461.0,19425.0,17641.0,18358.0,17695.0,15753.0,13939.0,13062.0,17218.0,16944.0,14131.0,9499.0,11265.0,14663.0,11937.0,15794.0,14956.0,13279.0,13105.0,15339.0,17667.0,20957.0,21433.0,25015.0,29880.0,32734.0,50188.0,52516.0,53389.0,62756.0,59694.0,63154.0,58477.0,59389.0,61653.0,59437.0,58818.0,53592.0,60302.0,
Área colhida - Cana-de-açúcar - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,3,Sudeste,1244487.0,1173317.0,1217872.0,1316678.0,1386313.0,1474155.0,1542951.0,1642224.0,1843602.0,2103384.0,2208511.0,2322769.0,2376412.0,2440114.0,2372402.0,2265952.0,2357091.0,2357618.0,2371017.0,2357142.0,2637268.0,2728496.0,2954877.0,2936238.0,3059292.0,3051354.0,2978611.0,3070061.0,3146810.0,3340536.0,3517364.0,3666508.0,4145020.0,4587939.0,5347931.0,5705626.0,5971856.0,6218749.0,6238704.0,6478215.0,6667584.0,6594558.0,6622292.0,6696621.0,6531671.0,6557188.0,6613778.0,6554904.0,6581088.0,6648289.0,
Área colhida - Cana-de-açúcar - hectare,Instituto Brasileiro de Geografia e Estatística,hectare,0,brasil,4,Sul,132401.0,135063.0,136982.0,127730.0,129044.0,132021.0,133272.0,147977.0,169534.0,201830.0,215445.0,234611.0,235918.0,256028.0,211486.0,205156.0,206980.0,218424.0,234739.0,238724.0,264372.0,291429.0,338182.0,344061.0,356399.0,386423.0,375221.0,386236.0,409298.0,422732.0,447940.0,453693.0,483286.0,592978.0,655880.0,655556.0,683991.0,685587.0,696895.0,682755.0,715698.0,653729.0,676163.0,639266.0,632747.0,615607.0,590628.0,585940.0,538044.0,535881.0,
